,Name,Platform,Max_Players,Genre,Publisher,Review_Score,US_Sales,Used_Price,Age_Rating,Length.All.PlayStyles.Average,Length.All.PlayStyles.Leisure,Length.All.PlayStyles.Median,Length.All.PlayStyles.Polled,Length.All.PlayStyles.Rushed,US.Sales..millions.,Year,Sequel,Re.release,Lifecycle,LifecycleSq,Online,Licensed,Handheld,Multiplatform,PersistentUniverse,Pinball,PostApocalyptic,Puzzle,RealTime,RhythmAction,SciFi,TurnBased,VideoBackdrop,VisualNovel,Ecology,Language,Geography,Graphics,Health,History,Maths,Music,PreSchool,Reading,Religion,Science,Sociology,Typing,AmericanFootball,Basketball,Baseball,Boxing,Bowling,Cricket,Fishing,Cycling,Golf,Hockey,Horse,Hunting,Motorcycle,OffRoad,Olympiad,Paintball,PingPong,Pool,Rugby,Sailing,Skateboarding,Snowboarding,Soccer,Surfing,Tennis,Tricks,Volleyball,Wakeboarding,Wrestling,FirstPerson,Platform.1,Isometric,SideScrolling,TopDown,ThirdPerson,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
11,Age of Empires: Mythologies,DS,1,Strategy,THQ,78,0.17,17.95,E10+,16.6,18.3,16.6,2,14.9,0.17,2008,1,0,4,16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.16,0.03,0,0.02,0.21,78,28,6.9,20,Griptonite Games
12,Age of Empires: The Age of Kings,DS,1,Strategy,THQ,80,0.19,17.95,E10+,57.85,156.95,50,38,32.78333333,0.19,2006,1,0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.18,0.02,0,0.02,0.22,80,38,7.9,59,Backbone Entertainment
13,Alex Rider: Stormbreaker,DS,1,Action,THQ,48,0.05,12.95,T,6.5,6.5,6.5,1,6.5,0.05,2006,0,0,2,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0.07,48,11,6.1,10,Altron
14,Alien Syndrome,PSP,1,Role-Playing,Sega,51,0.07,12.95,T,2.783333333,2.983333333,3,3,2.566666667,0.07,2007,1,0,3,9,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.07,0,0,0.01,0.08,51,20,6,9,Totally Games
15,Alien Syndrome,Wii,4,Role-Playing,Sega,48,0.06,12.95,T,2.783333333,2.983333333,3,3,2.566666667,0.06,2007,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05,0,0,0,0.06,48,24,7.1,23,Totally Games
16,All-Pro Football 2K8,PS3,6,Sports,Take-Two Interactive,73,0.14,9.95,E10+,12,12,12,1,12,0.14,2007,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0.01,0.15,73,23,7.3,21,Visual Concepts
17,All-Pro Football 2K8,X360,4,Sports,Take-Two Interactive,75,0.24,7.95,E10+,12,12,12,1,12,0.24,2007,1,0,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24,0,0,0.02,0.26,75,22,6.8,52,Visual Concepts
18,Alone in the Dark,Wii,1,Adventure,Atari,39,0.09,14.95,M,6.6,9.166666667,6.116666667,18,4.333333333,0.09,2008,0,1,2,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.09,0.08,0,0.02,0.18,39,10,4.4,34,Hydravision
19,Alone in the Dark,X360,1,Adventure,Atari,58,0.12,14.95,M,6.6,9.166666667,6.116666667,18,4.333333333,0.12,2008,0,1,3,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.14,0.3,0,0.05,0.48,58,53,5.7,162,Eden Studios
20,Amped 3,X360,1,Sports,Take-Two Interactive,72,0.13,14.95,T,8.566666667,9.883333333,9,9,6.383333333,0.13,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13,0.02,0,0.01,0.16,72,49,7.1,36,2K Sports
21,Animal Crossing: City Folk,Wii,1,Simulation,Nintendo,73,1.78,29.95,E,191.25,431.4833333,65,15,74.05,1.78,2008,1,0,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.82,1.12,1.32,0.36,4.62,73,50,7.6,119,Nintendo
22,Animal Crossing: Wild World,DS,1,Simulation,Nintendo,86,2.6,24.95,E,168.9666667,437.3666667,80.53333333,24,72.36666667,2.6,2005,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,3.45,5.33,0.86,12.13,86,57,8.7,242,Nintendo
23,Ape Escape Academy,PSP,4,Misc,Sony Computer Entertainment,51,0.13,14.95,E10+,1.883333333,1.883333333,1.883333333,1,1.883333333,0.13,2004,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.13,0.15,0,0.05,0.33,51,48,5.8,4,Shift
24,Apollo Justice: Ace Attorney,DS,1,Adventure,Capcom,78,0.24,24.95,T,19.85,25.5,19.93333333,96,13.95,0.24,2008,1,0,4,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.28,0.04,0.64,0.03,0.99,78,48,8.1,84,Capcom
25,Armored Core 4,PS3,2,Simulation,505 Games,65,0.09,19.95,T,20.6,22.65,20,5,19.15,0.09,2006,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.09,0,0.09,0.01,0.2,65,36,6.8,25,From Software
26,Armored Core 4,X360,2,Simulation,505 Games,65,0.19,17.95,T,20.6,22.65,20,5,19.15,0.19,2007,1,0,2,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.19,0.01,0.03,0.02,0.25,65,31,7.2,31,From Software
27,Armored Core: For Answer,PS3,1,Simulation,Ubisoft,62,0.05,29.95,T,56.88333333,192.8333333,14.5,12,21.51666667,0.05,2008,1,0,2,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0.02,0.1,0.01,0.19,62,22,7.6,31,From Software
28,Armored Core: For Answer,X360,1,Simulation,Ubisoft,64,0.05,24.95,T,56.88333333,192.8333333,14.5,12,21.51666667,0.05,2008,1,0,3,9,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0.01,0.07,0.01,0.15,64,22,7.7,38,From Software
29,Army of Two,PS3,2,Shooter,Electronic Arts,74,0.75,16.95,M,6.8,11.63333333,6.75,85,5.383333333,0.75,2008,0,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.74,0.26,0.02,0.15,1.17,74,43,7.3,118,EA Montreal
30,Army of Two,X360,2,Shooter,Electronic Arts,72,1.12,16.95,M,6.8,11.63333333,6.75,85,5.383333333,1.12,2008,0,0,3,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.09,0.37,0.02,0.16,1.64,72,76,7.6,233,EA Montreal
31,Asphalt: Urban GT,DS,1,Racing,Ubisoft,60,0.11,14.95,E,12.4,13.7,12.4,2,11.1,0.11,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31,0.22,0,0.06,0.59,60,38,7.5,13,Gameloft
32,Assassin's Creed,PS3,1,Adventure,Ubisoft,81,1.77,17.95,M,18.75,56.7,17,1100,11.93333333,1.77,2007,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.91,2,0.09,0.82,4.82,81,40,7.3,769,Ubisoft Montreal
33,Assassin's Creed,X360,1,Adventure,Ubisoft,81,3.17,16.95,M,18.75,56.7,17,1100,11.93333333,3.17,2007,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.28,1.64,0.07,0.56,5.54,81,77,7.7,1074,Ubisoft Montreal
34,Astonishia Story,PSP,1,Role-Playing,Ubisoft,48,0.03,16.95,E10+,19.05,20.18333333,19.15,3,17.91666667,0.03,2006,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03,0,0,0,0.03,48,35,4.9,18,Sonnori
35,Avalon Code,DS,1,Role-Playing,Rising Star Games,71,0.1,27.95,E10+,31.5,49.83333333,23.85,6,21.36666667,0.1,2008,0,0,4,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11,0,0.12,0.01,0.24,71,29,7.4,13,"Matrix Software, Marvelous Entertainment"
36,Avatar: The Last Airbender,DS,1,Adventure,THQ,64,0.3,17.95,E,4.75,6.433333333,5,11,2.6,0.3,2006,0,0,2,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3,0.01,0,0.03,0.33,64,9,6.4,7,TOSE
37,Avatar: The Last Airbender,PSP,1,Adventure,THQ,57,0.11,17.95,E10+,4.75,6.433333333,5,11,2.6,0.11,2006,0,0,2,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0.01,0.11,57,9,6.3,10,TOSE
38,Bangai-O Spirits,DS,1,Shooter,D3Publisher,83,0.05,14.95,E10+,11.75,15.55,10.5,4,8.55,0.05,2008,0,0,4,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.07,0,0,0.01,0.08,83,38,8.1,27,Treasure
39,Banjo-Kazooie: Nuts & Bolts,X360,1,Platform,Microsoft Game Studios,79,0.31,17.95,E10+,26.93333333,71.6,19.45,34,17.45,0.31,2008,1,0,3,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.32,0.35,0,0.08,0.76,NA,NA,NA,NA,
40,Baroque,Wii,1,Role-Playing,Rising Star Games,50,0.04,19.95,T,7.783333333,10.38333333,7.783333333,2,5.183333333,0.04,2008,0,0,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0,0.01,0.07,50,22,8.1,24,Sting
41,Battle Fantasia,X360,2,Fighting,505 Games,71,0.05,22.95,T,1.133333333,1.533333333,1.05,6,0.683333333,0.05,2008,0,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0.01,0.01,0.09,71,22,6.6,8,Arc System Works
42,Battlefield 2: Modern Combat,X360,4,Shooter,Electronic Arts,77,0.36,16.95,T,7.316666667,8.1,6.933333333,4,6.716666667,0.36,2005,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.35,0.02,0.01,0.03,0.41,77,54,7.3,79,Digital Illusions
43,Battlefield: Bad Company,PS3,1,Shooter,Electronic Arts,84,0.76,17.95,T,8.266666667,35.18333333,7,344,5.083333333,0.76,2008,0,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.76,0.35,0.05,0.18,1.34,84,50,8.1,203,EA DICE
44,Battlefield: Bad Company,X360,1,Shooter,Electronic Arts,83,0.83,16.95,T,8.266666667,35.18333333,7,344,5.083333333,0.83,2008,1,0,3,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.81,0.46,0.04,0.15,1.46,83,70,7.7,263,EA DICE
45,Battles of Prince of Persia,DS,1,Strategy,Ubisoft,64,0.09,14.95,E10+,8.5,10.38333333,8,3,6.616666667,0.09,2005,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0.01,0,0.01,0.12,64,16,7.7,14,Ubisoft Montreal
46,Battlestations: Midway,X360,1,Strategy,Eidos Interactive,73,0.21,17.95,T,7.966666667,10.16666667,8.716666667,15,5.716666667,0.21,2007,0,0,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.21,0.02,0,0.02,0.26,73,55,7.1,40,Eidos Interactive
47,Beautiful Katamari,X360,1,Puzzle,Namco Bandai Games,73,0.11,17.95,E,14.55,55.13333333,6,33,6.3,0.11,2007,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0.02,0.15,0.02,0.32,73,52,7,40,Now Production
48,Bee Movie Game,DS,1,Action,Activision,58,0.44,17.95,E,5.766666667,6.266666667,5.633333333,4,5.35,0.44,2007,0,0,3,9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.41,0,0,0.03,0.45,58,9,NA,NA,Vicarious Visions
49,Bee Movie Game,Wii,2,Action,Activision,62,0.32,14.95,E,5.766666667,6.266666667,5.633333333,4,5.35,0.32,2007,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0.01,0,0.03,0.33,62,16,7.6,7,Smart Bomb Interactive
50,Bee Movie Game,X360,2,Action,Activision,71,0.15,12.95,E,5.766666667,6.266666667,5.633333333,4,5.35,0.15,2007,0,0,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16,0,0,0.01,0.17,71,25,5.8,13,Beenox
51,Beijing 2008,X360,4,Sports,Sega,60,0.15,14.95,E,5.5,5.5,5.5,1,5.5,0.15,2008,1,0,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15,0.38,0,0.07,0.59,NA,NA,NA,NA,
52,Beowulf: The Game,PS3,1,Action,Ubisoft,51,0.12,12.95,M,10.85,14.23333333,8.083333333,5,7.816666667,0.12,2007,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0.01,0,0.01,0.16,51,18,5.2,17,Ubisoft
53,Beowulf: The Game,X360,1,Action,Ubisoft,51,0.36,12.95,M,10.85,14.23333333,8.083333333,5,7.816666667,0.36,2007,0,0,2,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.36,0.01,0,0.03,0.4,51,23,4.7,30,Ubisoft Shanghai
54,Big Brain Academy,DS,1,Misc,Nintendo,74,1.77,16.95,E,9.166666667,14.06666667,7.133333333,9,4.566666667,1.77,2005,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.66,2.75,1.6,0.62,6.62,74,45,7.4,27,Nintendo
55,Big Brain Academy: Wii Degree,Wii,8,Misc,Nintendo,68,1.1,19.95,E,20,20,20,1,20,1.1,2007,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.05,1.91,0.41,0.42,3.79,68,33,6.9,39,Nintendo
56,Bionicle Heroes,DS,1,Shooter,Eidos Interactive,72,0.06,16.95,T,15.3,27.05,12.88333333,11,9.4,0.06,2006,0,0,2,4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06,0,0,0,0.06,72,11,6.4,15,Amaze Entertainment
57,Bionicle Heroes,Wii,1,Shooter,Eidos Interactive,52,0.03,17.95,E10+,15.3,27.05,12.88333333,11,9.4,0.03,2007,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0.04,52,7,5.8,5,Traveller's Tales
58,Bionicle Heroes,X360,1,Shooter,Eidos Interactive,59,0.06,14.95,E10+,15.3,27.05,12.88333333,11,9.4,0.06,2006,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0.01,0,0.01,0.07,59,26,5.9,22,Traveller's Tales
59,BioShock,PS3,1,Shooter,Take-Two Interactive,94,0.53,17.95,M,14.66666667,32.33333333,13.5,1900,9.533333333,0.53,2008,0,0,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.75,0.46,0.01,0.2,1.42,94,51,8.7,881,"Digital Extremes, 2K Marin"
60,BioShock,X360,1,Shooter,Take-Two Interactive,96,1.52,16.95,M,14.66666667,32.33333333,13.5,1900,9.533333333,1.52,2007,0,0,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.65,0.85,0.05,0.28,2.83,96,88,8.9,2249,"Irrational Games, 2K Marin"
61,Blade Dancer: Lineage of Light,PSP,1,Role-Playing,Atari,60,0.06,16.95,E10+,29.28333333,29.68333333,29.5,3,28.86666667,0.06,2006,0,0,2,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0.06,60,33,6.9,16,Hit Maker
62,Bladestorm: The Hundred Years' War,PS3,1,Action,Tecmo Koei,58,0.1,44.95,T,51.25,53.11666667,51.25,2,49.36666667,0.1,2007,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.03,0.14,0.02,0.28,58,23,7.9,28,Omega Force
63,Bladestorm: The Hundred Years' War,X360,1,Action,Tecmo Koei,63,0.08,34.95,T,51.25,53.11666667,51.25,2,49.36666667,0.08,2007,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0.01,0,0.01,0.09,63,26,6.8,16,Omega Force
64,Blazing Angels 2: Secret Missions of WWII,PS3,2,Simulation,Ubisoft,70,0.08,22.95,T,13,14.86666667,12.5,4,11.36666667,0.08,2007,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.03,0,0.02,0.15,70,10,7.2,12,Ubisoft Romania
65,Blazing Angels 2: Secret Missions of WWII,X360,2,Simulation,Ubisoft,72,0.09,16.95,T,13,14.86666667,12.5,4,11.36666667,0.09,2007,1,0,2,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11,0.02,0,0.01,0.14,72,24,7.8,12,Ubisoft Romania
66,Bleach: The Blade of Fate,DS,1,Fighting,Sega,83,0.31,17.95,T,18.61666667,37.4,9,9,8.733333333,0.31,2007,1,0,3,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.29,0.01,0.12,0.03,0.45,83,32,7.5,23,Treasure
