,Name,Platform,Max_Players,Genre,Publisher,Review_Score,US_Sales,Used_Price,Age_Rating,Length.All.PlayStyles.Average,Length.All.PlayStyles.Leisure,Length.All.PlayStyles.Median,Length.All.PlayStyles.Polled,Length.All.PlayStyles.Rushed,US.Sales..millions.,Year,Sequel,Re.release,Lifecycle,LifecycleSq,Online,Licensed,Handheld,Multiplatform,PersistentUniverse,Pinball,PostApocalyptic,Puzzle,RealTime,RhythmAction,SciFi,TurnBased,VideoBackdrop,VisualNovel,Ecology,Language,Geography,Graphics,Health,History,Maths,Music,PreSchool,Reading,Religion,Science,Sociology,Typing,AmericanFootball,Basketball,Baseball,Boxing,Bowling,Cricket,Fishing,Cycling,Golf,Hockey,Horse,Hunting,Motorcycle,OffRoad,Olympiad,Paintball,PingPong,Pool,Rugby,Sailing,Skateboarding,Snowboarding,Soccer,Surfing,Tennis,Tricks,Volleyball,Wakeboarding,Wrestling,FirstPerson,Platform.1,Isometric,SideScrolling,TopDown,ThirdPerson,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
614,Spider-Man 3,X360,1,Platform,Activision,63,0.5,11.95,T,10.83333333,16.28333333,10.31666667,18,7.883333333,0.5,2007,1,0,2,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.49,0.04,0,0.04,0.57,63,61,7,53,Treyarch
615,Spider-Man: Friend or Foe,Wii,2,Action,Activision,59,0.13,17.95,E10+,11.11666667,17.51666667,9,17,7,0.13,2007,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13,0,0,0.01,0.14,59,29,8,6,Next Level Games
616,Spider-Man: Friend or Foe,X360,2,Action,Activision,60,0.27,17.95,E10+,11.11666667,17.51666667,9,17,7,0.27,2007,1,0,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26,0.01,0,0.02,0.29,60,51,6.3,26,Next Level Games
617,Spider-Man: Web of Shadows,DS,1,Action,Activision,77,0.09,15.95,E10+,12.56666667,16.78333333,12,24,9.383333333,0.09,2008,0,0,4,16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.09,0,0,0.01,0.1,77,12,7.5,14,Griptonite Games
618,Spider-Man: Web of Shadows,PS3,1,Action,Activision,67,0.2,24.95,T,12.56666667,16.78333333,12,24,9.383333333,0.2,2008,1,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0.04,0,0.02,0.26,67,44,7.9,34,"Treyarch, Shaba Games"
619,Spider-Man: Web of Shadows,X360,1,Action,Activision,68,0.36,19.95,T,12.56666667,16.78333333,12,24,9.383333333,0.36,2008,1,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.36,0.02,0,0.03,0.4,68,57,8.6,87,Shaba Games
620,SpongeBob SquarePants: The Yellow Avenger,DS,1,Action,THQ,67,0.31,13.95,E,11.85,13.78333333,11.85,2,9.916666667,0.31,2005,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.31,0,0,0.02,0.34,67,5,7.6,10,Tantatus
621,SpongeBob SquarePants: The Yellow Avenger,PSP,1,Action,THQ,48,0.49,12.95,E,11.85,13.78333333,11.85,2,9.916666667,0.49,2006,0,0,2,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.55,0.21,0,0.16,0.92,48,9,6.4,13,Tantalus Interactive
622,Spyro: Shadow Legacy,DS,1,Action,Vivendi Games,50,0.15,17.95,E,4,5.116666667,4.5,4,2.633333333,0.15,2005,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0.01,0,0.01,0.16,50,18,5.7,16,Amaze Entertainment
623,SSX Blur,Wii,4,Sports,Electronic Arts,74,0.31,17.95,E,10,10,10,1,10,0.31,2007,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.29,0.01,0,0.03,0.33,74,52,8.1,60,EA Montreal
624,Star Fox Command,DS,1,Shooter,Nintendo,76,0.39,14.95,E10+,3.7,5.666666667,3,17,2.166666667,0.39,2006,1,0,2,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.38,0.01,0.1,0.04,0.53,76,56,7.3,56,Q-Games
625,Star Ocean: First Departure,PSP,1,Role-Playing,Square Enix,74,0.17,17.95,T,23.28333333,41.01666667,21.51666667,82,17.65,0.17,2008,0,1,4,16,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2,0.13,0.22,0.09,0.64,74,32,7.4,28,TOSE
626,Star Wars Battlefront: Renegade Squadron,PSP,1,Shooter,LucasArts,73,0.93,16.95,T,4.083333333,7.2,2.716666667,8,2.816666667,0.93,2007,1,0,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.46,0,0.32,1.67,73,35,7.9,46,Rebellion
627,Star Wars: Battlefront II,PSP,1,Shooter,LucasArts,69,1.09,16.95,T,15.01666667,116,9,99,7.416666667,1.09,2005,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.05,0.05,0.01,0.1,1.21,69,22,8.5,111,Savage Entertainment
628,Star Wars: Lethal Alliance,PSP,1,Action,Ubisoft,61,0.12,17.95,T,5.666666667,6.216666667,5,5,5.166666667,0.12,2006,1,0,2,4,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.11,0.01,0,0.01,0.13,61,31,7,7,Ubisoft Montreal
629,Star Wars: The Force Unleashed,PS3,1,Action,LucasArts,71,0.92,17.95,T,6.133333333,22.9,5.5,212,3.9,0.92,2008,0,0,2,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.01,0.85,0,0.35,2.21,71,47,6.6,233,LucasArts
630,Star Wars: The Force Unleashed,Wii,2,Action,LucasArts,71,1.01,14.95,T,6.133333333,22.9,5.5,212,3.9,1.01,2008,0,0,2,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.11,0.56,0,0.18,1.86,71,18,7.9,75,Krome Studios
631,Star Wars: The Force Unleashed,X360,1,Action,LucasArts,73,1.59,16.95,T,6.133333333,22.9,5.5,212,3.9,1.59,2008,0,0,3,9,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.74,0.77,0,0.26,2.77,73,74,6.7,389,LucasArts
632,Street Fighter Alpha 3 MAX,PSP,1,Fighting,Capcom,80,0.27,14.95,T,3,3.5,3,2,2.5,0.27,2006,1,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.27,0.01,0.02,0.03,0.33,80,35,8,27,Capcom
633,Stuntman: Ignition,PS3,4,Racing,THQ,76,0.16,16.95,T,8.2,11.13333333,6.333333333,10,5.8,0.16,2007,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.17,0.26,0,0.1,0.52,76,18,6.2,12,Paradigm Entertainment
634,Stuntman: Ignition,X360,4,Racing,THQ,75,0.26,14.95,T,8.2,11.13333333,6.333333333,10,5.8,0.26,2007,1,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.25,0.31,0,0.07,0.64,75,38,7.3,31,Paradigm Entertainment
635,Summon Night: Twin Age,DS,1,Role-Playing,Banpresto,73,0.06,24.95,E10+,15.33333333,19.58333333,15,10,13.08333333,0.06,2008,0,0,4,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07,0,0.05,0.01,0.13,73,21,7.2,11,Flight-Plan
636,Super Dodgeball Brawlers,DS,1,Sports,Arc System Works,65,0.12,19.95,E,0.683333333,0.683333333,0.683333333,1,0.683333333,0.12,2008,0,0,4,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.13,0,0,0.01,0.14,65,12,NA,NA,Million
637,Super Mario Galaxy,Wii,2,Platform,Nintendo,97,4.94,39.95,E,24.83333333,51.56666667,20,289,13.36666667,4.94,2007,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.06,3.35,1.2,0.74,11.35,97,73,8.9,2147,Nintendo
638,Super Monkey Ball: Banana Blitz,Wii,4,Misc,Sega,74,1,14.95,E,5.316666667,6.916666667,5.4,6,4.166666667,1,2006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,0.91,0.04,0.24,2.24,74,53,5.7,72,Sega
639,Super Monkey Ball: Touch & Roll,DS,1,Misc,Sega,63,0.7,15.95,E,1.45,2.75,0.566666667,9,0.583333333,0.7,2005,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.69,0,0,0.06,0.75,NA,NA,NA,NA,
640,Super Paper Mario,Wii,1,Platform,Nintendo,85,1.5,29.95,E,22.8,50.63333333,19.76666667,112,16.88333333,1.5,2007,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.95,0.86,0.59,0.31,3.71,85,56,7.9,417,Intelligent Systems
641,Super Princess Peach,DS,1,Platform,Nintendo,75,0.7,29.95,E,11,19.58333333,9.283333333,22,7.816666667,0.7,2005,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.7,0.05,0.21,0.07,1.03,75,48,7.6,33,TOSE
642,Superman Returns,X360,1,Action,Electronic Arts,51,0.19,7.95,T,18.76666667,22.68333333,22,5,13.68333333,0.19,2006,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23,0.01,0,0.02,0.26,51,48,6.2,49,EA Tiburon
643,Supreme Commander,X360,1,Strategy,505 Games,56,0.04,17.95,E10+,24.9,36.21666667,20,22,17.71666667,0.04,2008,0,0,3,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07,0.01,0,0.01,0.09,56,24,5.7,19,Hellbent Games
644,Surf's Up,DS,1,Sports,Ubisoft,56,0.28,14.95,E,1.283333333,1.616666667,1.283333333,2,0.966666667,0.28,2007,0,0,3,9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.26,0,0,0.02,0.28,56,5,7,4,Ubisoft Quebec
645,Surf's Up,PS3,4,Sports,Ubisoft,59,0.04,17.95,E10+,1.283333333,1.616666667,1.283333333,2,0.966666667,0.04,2007,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0.04,59,8,5.1,7,Ubisoft Montreal
646,Surf's Up,Wii,2,Sports,Ubisoft,64,0.16,16.95,E10+,1.283333333,1.616666667,1.283333333,2,0.966666667,0.16,2007,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.15,0,0,0.01,0.17,64,9,NA,NA,Ubisoft Montreal
647,Surf's Up,X360,4,Sports,Ubisoft,61,0.09,17.95,E10+,1.283333333,1.616666667,1.283333333,2,0.966666667,0.09,2007,0,0,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.09,0,0,0.01,0.1,61,15,6.1,9,Ubisoft
648,Syberia,DS,1,Action,Mindscape,52,0.1,23.95,T,10.85,17.13333333,10.5,127,6.833333333,0.1,2008,0,0,4,16,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.02,0,0.01,0.13,52,10,NA,NA,"Microids, Dreamcatcher"
649,Syphon Filter: Dark Mirror,PSP,1,Shooter,Sony Computer Entertainment,87,0.24,12.95,M,8.466666667,11.43333333,7.283333333,8,6.683333333,0.24,2006,1,0,2,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.26,0.01,0,0.03,0.29,87,58,9,118,Sony Bend
650,Syphon Filter: Logan's Shadow,PSP,1,Shooter,Sony Computer Entertainment,85,0.23,16.95,T,10.63333333,11.15,10,7,9.65,0.23,2007,1,0,3,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.12,0,0.09,0.46,85,41,8.8,47,Sony Bend
651,Tales of Symphonia: Dawn of the New World,Wii,4,Role-Playing,Namco Bandai Games,68,0.2,24.95,T,41,79.43333333,36.76666667,74,29.13333333,0.2,2008,1,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21,0.04,0.24,0.02,0.52,68,46,7.1,93,Bandai Namco Games
652,Tales of Vesperia,X360,1,Role-Playing,Atari,79,0.25,27.95,T,71.78333333,177.15,56.86666667,218,44.65,0.25,2008,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.32,0.17,0.19,0.05,0.74,79,67,8.2,264,Bandai Namco Games
653,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,1,Action,Konami Digital Entertainment,58,0.06,17.95,E,4.5,4.5,4.5,1,4.5,0.06,2005,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05,0,0,0,0.06,58,10,7,5,Konami
654,Tenchu Z,X360,1,Action,Microsoft Game Studios,56,0.28,14.95,M,34.03333333,48.81666667,21.25,8,19.81666667,0.28,2006,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.27,0.02,0.02,0.03,0.34,56,51,7.3,58,K2 LLC
655,Tenchu: Dark Secret,DS,1,Action,From Software,37,0.02,14.95,T,7.1,7.8,7.1,2,6.4,0.02,2006,1,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.03,0,0.01,0,0.05,37,10,5.1,7,From Software
656,Test Drive Unlimited,PSP,1,Racing,Atari,80,0.08,17.95,E10+,53.4,101.9666667,38.5,22,32.96666667,0.08,2007,1,0,3,9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.08,0.27,0,0.15,0.5,80,18,7.3,29,Melbourne House
657,Test Drive Unlimited,X360,1,Racing,Atari,82,0.25,17.95,E10+,53.4,101.9666667,38.5,22,32.96666667,0.25,2006,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.23,0.04,0.02,0.02,0.32,82,69,8,86,Eden Studios
658,Tetris DS,DS,1,Puzzle,Nintendo,84,0.66,17.95,E,27.4,33.71666667,27.5,8,21.85,0.66,2006,1,1,2,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.63,0.05,1.35,0.08,2.1,84,56,8.7,44,Nintendo
659,The Ant Bully,Wii,1,Platform,Midway Games,45,0.09,16.95,E10+,3.566666667,3.566666667,3.566666667,1,3.566666667,0.09,2006,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,0.01,0.09,45,12,1.4,5,Artificial Mind and Movement
660,The BIGS,PS3,4,Sports,Take-Two Interactive,80,0.16,22.95,E,16.81666667,30.06666667,10.13333333,4,6.916666667,0.16,2007,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15,0,0,0.01,0.16,77,19,7.2,12,Blue Castle Games
661,The BIGS,PSP,1,Sports,Take-Two Interactive,72,0.11,16.95,E,16.81666667,30.06666667,10.13333333,4,6.916666667,0.11,2007,0,0,3,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.01,0.11,72,9,NA,NA,Blue Castle Games
662,The BIGS,Wii,4,Sports,Take-Two Interactive,66,0.36,17.95,E,16.81666667,30.06666667,10.13333333,4,6.916666667,0.36,2007,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.34,0,0,0.03,0.37,66,15,7.1,14,Blue Castle Games
663,The BIGS,X360,4,Sports,Take-Two Interactive,79,0.19,12.95,E,16.81666667,30.06666667,10.13333333,4,6.916666667,0.19,2007,0,0,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18,0.08,0,0,0.27,79,23,8.4,21,Blue Castle Games
664,The Chronicles of Narnia: Prince Caspian,DS,1,Action,Disney Interactive Studios,54,0.19,10.95,E10+,12.81666667,15.11666667,11.65,4,11.11666667,0.19,2008,1,0,4,16,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.19,0.01,0,0.02,0.21,54,12,NA,NA,Fall Line Studio
665,The Chronicles of Narnia: Prince Caspian,Wii,2,Action,Disney Interactive Studios,63,0.33,16.95,T,12.81666667,15.11666667,11.65,4,11.11666667,0.33,2008,1,0,2,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31,0.02,0,0.03,0.36,63,5,7.1,12,Traveller's Tales
666,The Chronicles of Narnia: Prince Caspian,X360,2,Action,Disney Interactive Studios,56,0.13,14.95,T,12.81666667,15.11666667,11.65,4,11.11666667,0.13,2008,1,0,3,9,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16,0.01,0,0.01,0.18,56,24,7.5,13,Traveller's Tales
667,The Club,PS3,4,Shooter,Sega,72,0.1,14.95,M,6.133333333,12.71666667,4.75,16,4.133333333,0.1,2008,0,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0.07,0,0.03,0.23,72,42,6.5,15,Bizarre Creations
668,The Club,X360,4,Shooter,Sega,76,0.13,14.95,M,6.133333333,12.71666667,4.75,16,4.133333333,0.13,2008,0,0,3,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15,0.1,0,0.02,0.27,76,63,6.8,43,Bizarre Creations
