,X,img,title,console,genre,publisher,developer,vg_score,critic_score,user_score,total_shipped,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
2417,37167,/games/boxart/full_6246587AmericaFrontccc.jpg,Champions: Return to Arms,PS2,Role-Playing,Sony Online Entertainment,Snowblind Studios,NA,7.7,NA,NA,0.65,0.32,NA,0.25,0.08,2/7/2005,
2418,37170,/games/boxart/full_6479311AmericaFrontccc.jpg,Star Ocean: First Departure,PSP,Role-Playing,Square Enix,TOSE Software,NA,7.5,NA,NA,0.65,0.2,0.22,0.14,0.09,10/21/2008,
2419,37171,/games/boxart/full_shin-megami-tensei-persona-3-portable_1AmericaFront.jpg,Shin Megami Tensei: Persona 3 Portable,PSP,Role-Playing,Atlus,Atlus Co.,NA,8.9,NA,NA,0.64,0.18,0.34,0.07,0.05,7/6/2010,
2420,37174,/games/boxart/220167ccc.jpg,X-Men Legends II: Rise of Apocalypse,PS2,Role-Playing,Activision,Raven Software,NA,8.5,NA,NA,0.63,0.53,NA,0.02,0.09,9/20/2005,
2421,37175,/games/boxart/full_white-knight-chronicles-ii_693AmericaFront.jpg,White Knight Chronicles II,PS3,Role-Playing,D3 Publisher,Level 5,NA,5.4,NA,NA,0.63,0.23,0.27,0.09,0.04,9/13/2011,
2422,37176,/games/boxart/full_dragon-age-ii_1AmericaFront.jpg,Dragon Age II,PC,Role-Playing,Electronic Arts,BioWare Corp.,NA,7.9,NA,NA,0.63,0.23,NA,0.33,0.08,3/8/2011,
2423,37178,/games/boxart/full_6576209AmericaFrontccc.jpg,Shin Megami Tensei: Persona 3 FES,PS2,Role-Playing,Atlus,Atlus,NA,8.7,NA,NA,0.63,0.22,0.16,0.2,0.05,4/22/2008,1/11/2018
2424,37180,/games/boxart/full_6117530AmericaFrontccc.jpg,NieR,PS3,Role-Playing,Square Enix,Cavia Inc.,NA,6.6,NA,NA,0.63,0.17,0.2,0.19,0.07,4/27/2010,
2425,37182,/games/boxart/1761085ccc.jpg,Wild ARMs 3,PS2,Role-Playing,Sony Computer Entertainment,Media.Vision,NA,7.6,NA,NA,0.62,0.16,0.29,0.13,0.04,10/15/2002,
2426,37188,/games/boxart/full_4304251AmericaFrontccc.jpg,Sacred 2: Fallen Angel,PS3,Role-Playing,CDV Software Entertainment,Ascaron Entertainment,NA,7.1,NA,NA,0.61,0.22,0.08,0.23,0.09,5/11/2009,
2427,37189,/games/boxart/4288144ccc.jpg,Final Fantasy IV Advance,GBA,Role-Playing,Square Enix,Square Enix,NA,8.6,NA,NA,0.61,0.27,0.22,0.1,0.01,12/12/2005,
2428,37192,/games/boxart/5687529ccc.jpg,Suikoden,PS,Role-Playing,Konami,Konami,NA,8.2,8,NA,0.6,0.21,0.21,0.14,0.04,12/1/1996,
2429,37193,/games/boxart/full_6205598AmericaFrontccc.jpg,Muramasa: The Demon Blade,Wii,Role-Playing,Ignition Entertainment,Vanillaware,8.6,8,9.3,NA,0.6,0.32,0.11,0.13,0.04,9/8/2009,1/10/2019
2430,37198,/games/boxart/836978ccc.jpg,Final Fantasy Anniversary Edition,PSP,Role-Playing,Square Enix,Square Enix,NA,7.4,NA,NA,0.59,0.39,0.13,0.02,0.05,6/26/2007,
2431,37200,/games/boxart/full_5298948AmericaFrontccc.jpg,Shin Megami Tensei IV,3DS,Role-Playing,Atlus,Atlus,NA,8.3,NA,NA,0.59,0.28,0.27,0,0.03,7/16/2013,1/8/2018
2432,37201,/games/boxart/full_5714934AmericaFrontccc.jpg,Final Fantasy Explorers,3DS,Role-Playing,Square Enix,Square Enix,NA,7.3,NA,NA,0.59,0.17,0.29,0.1,0.03,1/26/2016,1/8/2018
2433,37203,/games/boxart/full_2763474AmericaFrontccc.jpg,Diablo,PS,Role-Playing,Electronic Arts,Climax Group,NA,8.3,NA,NA,0.58,0.29,0.07,0.19,0.04,1/1/1998,
2434,37204,/games/boxart/full_5760802AmericaFrontccc.jpg,Romancing SaGa,PS2,Role-Playing,Square Enix,Square Enix,NA,6,NA,NA,0.58,0.06,0.47,0.04,0.01,10/11/2005,
2435,37208,/games/boxart/full_final-fantasy-the-4-heroes-of-light_1AmericaFront.jpg,Final Fantasy: The 4 Heroes of Light,DS,Role-Playing,Square Enix,Matrix Software,NA,7.2,NA,NA,0.58,0.22,0.23,0.1,0.03,10/5/2010,
2436,37211,/games/boxart/427425ccc.jpg,Xenosaga Episode II: Jenseits von Gut und Böse,PS2,Role-Playing,Namco,Monolith Soft,NA,7.3,NA,NA,0.58,0.28,NA,0.22,0.07,2/15/2005,
2437,37213,/games/boxart/full_disgaea-4-a-promise-unforgotten_709AmericaFront.jpg,Disgaea 4: A Promise Unforgotten,PS3,Role-Playing,NIS America,Nippon Ichi Software,NA,7.9,NA,NA,0.58,0.27,0.14,0.11,0.06,9/6/2011,
2438,37214,/games/boxart/693603ccc.jpg,Tales of the Abyss,PS2,Role-Playing,Namco,Namco Tales Studio,NA,8,NA,NA,0.57,NA,0.57,NA,NA,10/10/2006,
2439,37215,/games/boxart/4303513ccc.jpg,Beyond The Beyond,PS,Role-Playing,Sony Computer Entertainment,Camelot Software Planning,NA,4.8,NA,NA,0.57,0.11,0.35,0.08,0.04,8/31/1996,
2440,37217,/games/boxart/full_2440325AmericaFrontccc.jpg,3D Dot Game Heroes,PS3,Role-Playing,Atlus,Silicon Studio,8.2,7.5,NA,NA,0.57,0.36,0.03,0.12,0.07,5/11/2010,
2441,37219,/games/boxart/9820189ccc.jpg,Breath of Fire IV,PS,Role-Playing,Capcom,Capcom,NA,8.4,NA,NA,0.56,0.11,0.34,0.08,0.04,11/28/2000,
2442,37220,/games/boxart/5971714ccc.jpg,Odin Sphere,PS2,Role-Playing,Atlus,Vanillaware,NA,8,NA,NA,0.56,0.23,0.09,0.18,0.06,5/22/2007,1/10/2019
2443,37221,/games/boxart/full_final-fantasy-iv-the-complete-collection_637AmericaFront.jpg,Final Fantasy IV: The Complete Collection,PSP,Role-Playing,Square Enix,Matrix Software,NA,8,NA,NA,0.56,0.13,0.27,0.09,0.06,4/19/2011,
2444,37222,/games/boxart/359425ccc.jpg,The Lord of the Rings: The Return of the King,GBA,Role-Playing,Electronic Arts,Griptonite Games,NA,7.4,NA,NA,0.56,0.4,NA,0.15,0.01,11/5/2003,
2445,37223,/games/boxart/full_4595645AmericaFrontccc.jpg,Xenoblade Chronicles,3DS,Role-Playing,Nintendo,Monolith Soft,NA,8.6,NA,NA,0.56,0.24,0.13,0.15,0.04,4/10/2015,1/15/2018
2446,37227,/games/boxart/full_9762662AmericaFrontccc.jpg,Lunar: Silver Star Story Complete,PS,Role-Playing,Working Designs,Game Arts,NA,7.6,10,NA,0.55,0.27,0.06,0.18,0.04,5/28/1999,
2447,37231,/games/boxart/full_7479649AmericaFrontccc.jpg,Disgaea 3: Absence of Justice,PS3,Role-Playing,NIS America,Nippon Ichi Software,8.2,7.8,NA,NA,0.55,0.36,0.11,0.03,0.05,8/26/2008,
2448,37235,/games/boxart/full_valkyria-chronicles-ii_9AmericaFront.jpg,Valkyria Chronicles II,PSP,Role-Playing,Sega,Sega WOW Overworks,NA,8.1,NA,NA,0.54,0.12,0.18,0.16,0.09,8/31/2010,
2449,37236,/games/boxart/full_9977736AmericaFrontccc.jpg,Fire Emblem: Path of Radiance,GC,Role-Playing,Nintendo,Intelligent Systems,NA,8.6,NA,NA,0.54,0.29,0.16,0.08,0.01,10/17/2005,
2450,37238,/games/boxart/full_tactics-ogre-let-us-cling-together_843AmericaFront.jpg,Tactics Ogre: Let Us Cling Together,PSP,Role-Playing,Square Enix,Square Enix,NA,9,NA,NA,0.54,0.15,0.27,0.07,0.05,2/15/2011,
2451,37239,/games/boxart/full_two-worlds-ii_839AmericaFront.jpg,Two Worlds II,X360,Role-Playing,SouthPeak Interactive,Reality Pump,NA,6.5,NA,NA,0.54,0.4,0.03,0.07,0.04,1/25/2011,
2452,37240,/games/boxart/full_2951395AmericaFrontccc.jpg,Sacred 2: Fallen Angel,X360,Role-Playing,CDV Software Entertainment,Ascaron Entertainment,NA,7,NA,NA,0.54,0.29,0.04,0.16,0.05,5/11/2009,
2453,37241,/games/boxart/full_5199891AmericaFrontccc.jpg,Dragon Ball: Fusions,3DS,Role-Playing,Namco Bandai Games,Ganbarion,NA,6.3,NA,NA,0.54,0.17,0.24,0.09,0.03,11/22/2016,1/14/2018
2454,37243,/games/boxart/full_7222522AmericaFrontccc.png,Rune Factory: A Fantasy Harvest Moon,DS,Role-Playing,Natsume,Neverland Company,8,8.1,NA,NA,0.53,0.35,0.14,0.01,0.03,8/14/2007,
2455,37245,/games/boxart/full_inazuma-eleven_549PALFront.jpg,Inazuma Eleven,DS,Role-Playing,Nintendo,Level 5,NA,6.8,NA,NA,0.53,NA,0.38,0.13,0.02,8/26/2011,
2456,37248,/games/boxart/full_654502AmericaFrontccc.jpg,X-Men Legends,GC,Role-Playing,Activision,Raven Software,NA,8.6,NA,NA,0.53,0.41,NA,0.11,0.01,9/21/2004,
2457,37250,/games/boxart/full_8682761AmericaFrontccc.jpg,Mystery Dungeon: Shiren the Wanderer,DS,Role-Playing,Sega,ChunSoft,NA,7.1,NA,NA,0.52,0.17,0.33,0,0.02,3/4/2008,
2458,37251,/games/boxart/full_6066126AmericaFrontccc.jpg,Tales of Symphonia: Dawn of the New World,Wii,Role-Playing,Namco Bandai,Namco Tales Studio,7.2,6.8,8.3,NA,0.52,0.21,0.24,0.05,0.02,11/11/2008,
2459,37252,/games/boxart/3676405ccc.jpg,Final Fantasy Chronicles,PS,Role-Playing,Square,TOSE,NA,9.2,NA,NA,0.52,0.29,NA,0.2,0.03,6/29/2001,
2460,37253,/games/boxart/full_the-3rd-birthday_6AmericaFront.jpg,The 3rd Birthday,PSP,Role-Playing,Square Enix,HexaDrive,NA,7,NA,NA,0.52,0.13,0.27,0.07,0.05,3/29/2011,
2461,37254,/games/boxart/full_9766951AmericaFrontccc.jpg,Rune Factory 2: A Fantasy Harvest Moon,DS,Role-Playing,Natsume,Neverland Company,NA,7.9,NA,NA,0.52,0.32,0.15,0.03,0.03,11/18/2008,
2462,37255,/games/boxart/full_5674307AmericaFrontccc.jpg,Spectrobes: Beyond the Portals,DS,Role-Playing,Disney Interactive Studios,Jupiter Multimedia,NA,7.3,NA,NA,0.52,0.36,NA,0.11,0.05,10/7/2008,
2463,37258,/games/boxart/4260210ccc.jpg,Final Fantasy II Anniversary Edition,PSP,Role-Playing,Square Enix,Square Enix,NA,6.5,NA,NA,0.51,0.36,0.07,0.03,0.05,7/24/2007,
2464,37261,/games/boxart/full_5223684AmericaFrontccc.jpg,Dragon Age: Origins,PC,Role-Playing,Electronic Arts,BioWare Corp.,9.2,9.1,NA,NA,0.5,NA,NA,0.46,0.04,11/3/2009,
2465,37265,/games/boxart/2350055ccc.jpg,Tactics Ogre: The Knight of Lodis,GBA,Role-Playing,Atlus,Quest Corporation,NA,8.5,NA,NA,0.5,0.13,0.31,0.05,0.01,5/11/2002,
2466,37271,/games/boxart/full_8409003AmericaFrontccc.jpg,Grandia III,PS2,Role-Playing,Square Enix,Game Arts,NA,7.5,NA,NA,0.49,0.12,0.24,0.1,0.03,2/14/2006,
2467,37274,/games/boxart/9345328ccc.jpg,Tales of Legendia,PS2,Role-Playing,Namco,Namco / Team MelFes,NA,7.2,8.5,NA,0.49,0.07,0.35,0.05,0.02,2/7/2006,
2468,37275,/games/boxart/8362980ccc.jpg,Yu-Gi-Oh! Forbidden Memories (JP sales),PS,Role-Playing,Konami,KCEJ,NA,6.3,NA,NA,0.48,NA,0.45,NA,0.03,3/20/2002,
2469,37276,/games/boxart/full_atelier-rorona-alchemist-of-arland_5AmericaFront.jpg,Atelier Rorona: Alchemist of Arland,PS3,Role-Playing,NIS America,Gust,NA,6.4,NA,NA,0.48,0.22,0.11,0.1,0.05,6/24/2014,
2470,37277,/games/boxart/912346ccc.jpg,Children of Mana,DS,Role-Playing,Nintendo,Next Entertainment,NA,7,NA,NA,0.48,0.16,0.29,0.01,0.01,11/1/2006,
2471,37279,/games/boxart/full_9902301AmericaFrontccc.jpg,Valkyrie Profile 2: Silmeria,PS2,Role-Playing,Square Enix,tri-Ace,NA,8.4,NA,NA,0.47,0.04,0.39,0.03,0.01,9/26/2006,
2472,37280,/games/boxart/full_dragon-age-origins-awakening_1AmericaFront.jpg,Dragon Age Origins: Awakening,X360,Role-Playing,Electronic Arts,BioWare Corp.,NA,8.3,NA,NA,0.47,0.33,NA,0.1,0.04,3/16/2010,
2473,37281,/games/boxart/6611778ccc.jpg,Quest 64,N64,Role-Playing,THQ,Imagineer,NA,5.4,NA,NA,0.47,0.38,NA,0.08,0.01,6/11/1998,
2474,37282,/games/boxart/full_885103AmericaFrontccc.jpg,Final Fantasy Crystal Chronicles: Echoes of Time,DS,Role-Playing,Square Enix,Square Enix,7.9,7.7,NA,NA,0.47,0.12,0.27,0.06,0.02,3/24/2009,
2475,37284,/games/boxart/full_two-worlds-ii_641AmericaFront.jpg,Two Worlds II,PS3,Role-Playing,SouthPeak Interactive,Reality Pump,NA,6.5,NA,NA,0.47,0.26,0.06,0.1,0.04,1/25/2011,
2476,37285,/games/boxart/full_158478JapanFrontccc.jpg,Tales of Vesperia,PS3,Role-Playing,Namco Bandai,Namco Tales Studio,NA,8,NA,NA,0.46,NA,0.46,NA,NA,9/17/2009,
2477,37286,/games/boxart/default.jpg,Mega Man Star Force 3: Black Ace / Red Joker,DS,Role-Playing,Capcom,Capcom,NA,5.7,NA,NA,0.46,0.22,0.22,NA,0.02,6/30/2009,
2478,37287,/games/boxart/1711724ccc.jpg,.hack//Outbreak Part 3,PS2,Role-Playing,Bandai,CyberConnect2,NA,7.1,NA,NA,0.46,0.14,0.17,0.11,0.04,9/9/2003,
2479,37289,/games/boxart/9674200ccc.jpg,Phantasy Star Online Episode I & II,GC,Role-Playing,Sega,Sonic Team,NA,8.2,NA,NA,0.45,0.23,0.16,0.06,0.01,10/29/2002,
2480,37291,/games/boxart/8974904ccc.jpg,Shin Megami Tensei: Persona 3,PS2,Role-Playing,Atlus,Atlus Co.,NA,8.7,NA,NA,0.45,0.22,NA,0.03,0.2,8/14/2007,
2481,37292,/games/boxart/5145085ccc.jpg,Persona,PS,Role-Playing,Atlus,Atlus Co.,NA,8.1,NA,NA,0.45,NA,0.42,NA,0.03,1/1/1996,
2482,37295,/games/boxart/6217511ccc.jpg,Vandal Hearts,PS,Role-Playing,Konami,Konami Computer Entertainment Tokyo,NA,7.7,NA,NA,0.45,0.14,0.19,0.09,0.03,3/27/1997,
2483,37297,/games/boxart/full_shin-megami-tensei-devil-survivor-overclocked_117AmericaFront.jpg,Shin Megami Tensei: Devil Survivor Overclocked,3DS,Role-Playing,Atlus,Career Soft,NA,7.6,NA,NA,0.44,0.34,0.06,0.01,0.04,8/23/2011,1/14/2018
2484,37298,/games/boxart/1896114ccc.jpg,X-Men Legends II: Rise of Apocalypse,XB,Role-Playing,Activision,Raven Software,NA,8.3,NA,NA,0.44,0.3,NA,0.12,0.02,9/20/2005,
2485,37299,/games/boxart/1028830ccc.jpg,Blood Omen: Legacy of Kain,PS,Role-Playing,Crystal Dynamics,Silicon Knights,NA,7.8,NA,NA,0.44,0.25,NA,0.17,0.03,11/14/1996,
2486,37300,/games/boxart/full_5168648AmericaFrontccc.jpg,Eternal Sonata,PS3,Role-Playing,Namco Bandai,Tri-Crescendo,7.5,8.3,NA,NA,0.44,0.19,0.07,0.12,0.05,10/21/2008,
2487,37301,/games/boxart/full_hyperdimension-neptunia_903AmericaFront.jpg,Hyperdimension Neptunia,PS3,Role-Playing,NIS America,Compile Heart,NA,5.3,NA,NA,0.44,0.22,0.07,0.1,0.04,2/15/2011,
2488,37307,/games/boxart/2470815ccc.jpg,Tales of the World: Radiant Mythology,PSP,Role-Playing,Namco Bandai,Alfa System,NA,7,NA,NA,0.43,0.17,0.23,0.01,0.02,7/17/2007,
2489,37308,/games/boxart/full_atelier-totori-the-adventurer-of-arland_685AmericaFront.jpg,Atelier Totori: The Adventurer of Arland,PS3,Role-Playing,NIS America,Gust,NA,7.8,NA,NA,0.43,0.12,0.21,0.07,0.03,9/27/2011,
2490,37309,/games/boxart/8345486ccc.jpg,Dawn of Mana,PS2,Role-Playing,Square Enix,Square Enix,NA,6.3,NA,NA,0.43,0.07,0.29,0.05,0.02,5/24/2007,
2491,37314,/games/boxart/full_6645726JapanFrontccc.jpg,Grandia,SAT,Role-Playing,ESP,Game Arts,NA,8.7,NA,NA,0.42,NA,0.42,NA,NA,12/18/1997,
2492,37320,/games/boxart/full_2067643AmericaFrontccc.jpg,Ogre Battle 64: Person of Lordly Caliber,N64,Role-Playing,Atlus,Quest Corporation,NA,9.1,NA,NA,0.41,0.1,0.25,0.02,0.04,10/7/2000,
2493,37326,/games/boxart/full_rune-factory-3-a-fantasy-harvest-moon_10AmericaFront.jpg,Rune Factory 3: A Fantasy Harvest Moon,DS,Role-Playing,Natsume,Neverland Company,NA,8,NA,NA,0.41,0.26,0.1,0.03,0.02,11/9/2010,
2494,37330,/games/boxart/full_4681594AmericaFrontccc.png,Project X Zone,3DS,Role-Playing,Namco Bandai Games,Banpresto,NA,6.5,NA,NA,0.4,0.18,0.15,0.04,0.02,6/25/2013,1/17/2018
2495,37333,/games/boxart/7126229ccc.jpg,Marvel: Ultimate Alliance,Wii,Role-Playing,Activision,Vicarious Visions,NA,6.9,NA,NA,0.4,0.36,NA,0.01,0.03,11/14/2006,
2496,37339,/games/boxart/full_4041989AmericaFrontccc.jpg,Etrian Odyssey IV: Legends of the Titan,3DS,Role-Playing,Atlus,Atlus Co.,NA,8.2,NA,NA,0.39,0.12,0.21,0.06,0.02,2/26/2013,1/17/2018
2497,37343,/games/boxart/full_5392830AmericaFrontccc.jpg,Alpha Protocol,X360,Role-Playing,Sega,Obsidian Entertainment,NA,6.8,NA,NA,0.39,0.23,NA,0.13,0.04,6/1/2010,
2498,37344,/games/boxart/full_dungeon-siege-iii_356AmericaFront.jpg,Dungeon Siege III,PS3,Role-Playing,Square Enix,Obsidian Entertainment,NA,7.3,NA,NA,0.39,0.17,0.03,0.13,0.06,6/21/2011,
2499,37348,/games/boxart/full_9684928AmericaFrontccc.jpg,Mass Effect 2,PC,Role-Playing,Electronic Arts,BioWare Corp.,9.5,9.6,NA,NA,0.39,0.01,NA,0.32,0.05,1/26/2010,
2500,37349,/games/boxart/1237275ccc.jpg,Marvel: Ultimate Alliance,PS3,Role-Playing,Activision,Raven Software,NA,7.7,NA,NA,0.38,0.33,NA,0.02,0.03,11/17/2006,
2501,37350,/games/boxart/962235ccc.jpg,Shin Megami Tensei: Nocturne,PS2,Role-Playing,Atlus,Atlus Co.,NA,8,NA,NA,0.38,0.07,0.25,0.05,0.02,10/12/2004,
2502,37356,/games/boxart/full_5105472AmericaFrontccc.jpg,Grandia Xtreme,PS2,Role-Playing,Enix,Game Arts,NA,6.7,NA,NA,0.38,0.07,0.25,0.05,0.02,9/30/2002,
2503,37360,/games/boxart/full_9593289AmericaFrontccc.png,Shin Megami Tensei IV: Apocalypse,3DS,Role-Playing,Atlus,Atlus,NA,8.1,NA,NA,0.37,0.15,0.16,0.05,0.02,9/20/2016,5/29/2018
2504,37362,/games/boxart/full_dungeon-siege-iii_808AmericaFront.jpg,Dungeon Siege III,X360,Role-Playing,Square Enix,Obsidian Entertainment,NA,7.2,NA,NA,0.37,0.21,0.01,0.12,0.03,6/21/2011,
2505,37363,/games/boxart/full_9497260AmericaFrontccc.jpg,Rune Factory: Frontier,Wii,Role-Playing,Xseed Games,Neverland Company,8.6,7.9,NA,NA,0.37,0.16,0.04,0.13,0.03,3/17/2009,
2506,37364,/games/boxart/full_6243073AmericaFrontccc.jpg,Fragile Dreams: Farewell Ruins of the Moon,Wii,Role-Playing,Xseed Games,Tri-Crescendo,6.9,6.7,NA,NA,0.37,0.16,0.06,0.12,0.03,3/16/2010,
2507,37366,/games/boxart/7324046ccc.jpg,Marvel: Ultimate Alliance,PSP,Role-Playing,Activision,Vicarious Visions,NA,8.5,NA,NA,0.37,0.33,NA,0,0.03,10/24/2006,
2508,37367,/games/boxart/full_4048091AmericaFrontccc.jpg,Dragon Ball Z: Attack of the Saiyans,DS,Role-Playing,Namco Bandai,Monolith Soft,6.5,7.2,NA,NA,0.36,0.12,0.21,0.02,0.01,11/10/2009,
2509,37369,/games/boxart/5832016ccc.jpg,Valkyrie Profile: Lenneth,PSP,Role-Playing,Square Enix,tri-Ace,NA,8.1,NA,NA,0.36,0.17,0.16,0.01,0.02,7/18/2006,
2510,37370,/games/boxart/3516939ccc.jpg,Breath of Fire II,SNES,Role-Playing,Capcom,Capcom,NA,8.3,NA,NA,0.36,NA,0.36,NA,NA,12/1/1995,
2511,37371,/games/boxart/full_4592558AmericaFrontccc.jpg,Arc the Lad: Twilight of the Spirits,PS2,Role-Playing,Sony Computer Entertainment,Cattle Call,NA,7.3,8.5,NA,0.36,0.18,NA,0.14,0.05,6/25/2003,
2512,37374,/games/boxart/1412360ccc.jpg,Suikoden V,PS2,Role-Playing,Konami,Hudson Soft,NA,7.9,NA,NA,0.35,0.08,0.19,0.06,0.02,3/21/2006,
2513,37376,/games/boxart/367323ccc.jpg,Persona 2: Eternal Punishment,PS,Role-Playing,Atlus,Atlus Co.,NA,8.7,NA,NA,0.35,0.03,0.28,0.02,0.02,12/22/2000,
2514,37379,/games/boxart/full_might-ampamp-magic-heroes-vi_903AmericaFront.jpg,Might & Magic Heroes VI,PC,Role-Playing,Ubisoft,Black Hole Games,NA,7.4,NA,NA,0.35,0.15,NA,0.14,0.05,10/13/2011,
2515,37382,/games/boxart/848681ccc.jpg,EverGrace,PS2,Role-Playing,Agetec,From Software,NA,6.2,NA,NA,0.35,0.1,0.15,0.08,0.03,10/24/2000,
2516,37383,/games/boxart/full_5893644AmericaFrontccc.jpg,Lunar 2: Eternal Blue Complete,PS,Role-Playing,Working Designs,Game Arts,NA,8.1,NA,NA,0.35,0.19,NA,0.13,0.02,12/15/2000,
2517,37389,/games/boxart/full_950245AmericaFrontccc.jpg,Star Ocean: Second Evolution,PSP,Role-Playing,Square Enix,TOSE Software,NA,8,NA,NA,0.34,0.14,0.16,0.02,0.02,1/20/2009,
2518,37391,/games/boxart/full_2806511AmericaFrontccc.jpg,Disgaea 5 Complete,NS,Role-Playing,NIS America,Nippon Ichi Software,NA,9,NA,NA,0.34,0.15,0.05,0.11,0.02,5/23/2017,2/25/2018
2519,37392,/games/boxart/full_lord-of-arcana_532AmericaFront.jpg,Lord of Arcana,PSP,Role-Playing,Square Enix,Square Enix,NA,4.7,NA,NA,0.34,0.08,0.17,0.05,0.04,1/25/2011,
2520,37393,/games/boxart/full_5386159AmericaFrontccc.jpg,Untold Legends: The Warriors Code,PSP,Role-Playing,Sony Online Entertainment,Sony Online Entertainment,NA,6.8,NA,NA,0.33,0.14,NA,0.12,0.08,3/28/2006,
2521,37396,/games/boxart/4193832ccc.jpg,Jeanne d'Arc,PSP,Role-Playing,Sony Computer Entertainment,Level 5,9,8.4,NA,NA,0.33,0.21,0.1,NA,0.02,8/21/2007,
2522,37398,/games/boxart/full_8732708AmericaFrontccc.jpg,Etrian Odyssey,DS,Role-Playing,Atlus,Atlus Co. / Lancarse,NA,7.4,NA,NA,0.33,0.19,0.09,0.03,0.02,5/15/2007,
2523,37400,/games/boxart/5646643ccc.jpg,Disgaea 2: Cursed Memories,PS2,Role-Playing,NIS America,Nippon Ichi Software,NA,7.9,NA,NA,0.33,0.09,0.15,0.07,0.02,8/29/2006,
2524,37401,/games/boxart/full_3251244AmericaFrontccc.jpg,Resonance of Fate,X360,Role-Playing,Sega,tri-Ace,8,7.4,NA,NA,0.33,0.12,0.06,0.13,0.03,3/16/2010,
2525,37402,/games/boxart/4342683ccc.jpg,Disgaea: Hour of Darkness,PS2,Role-Playing,Atlus,Nippon Ichi Software,NA,8.8,NA,NA,0.33,0.16,NA,0.13,0.04,8/27/2003,
2526,37404,/games/boxart/full_3302971AmericaFrontccc.jpg,Tokyo Mirage Sessions #FE,WiiU,Role-Playing,Nintendo,Unknown,NA,8,NA,NA,0.33,0.17,0.08,0.06,0.02,6/24/2016,11/29/2017
2527,37405,/games/boxart/full_9834798AmericaFrontccc.jpg,Dark Souls: Remastered,NS,Role-Playing,Bandai Namco Entertainment,From Software,NA,8.8,9,NA,0.33,0.16,0.03,0.11,0.03,10/19/2018,6/5/2018
2528,37406,/games/boxart/full_fable-iii_130AmericaFront.jpg,Fable III,PC,Role-Playing,Microsoft Game Studios,Lionhead Studios,NA,7,NA,NA,0.33,0.11,NA,0.17,0.05,5/17/2011,
2529,37408,/games/boxart/full_4284929AmericaFrontccc.jpg,The Witcher: Enhanced Edition,PC,Role-Playing,Atari,CD Projekt Red Studio,9.1,8.3,NA,NA,0.33,0.32,NA,0.01,NA,9/16/2008,
2530,37409,/games/boxart/full_8792320AmericaFrontccc.jpg,Final Fantasy XI: Wings of the Goddess,X360,Role-Playing,Square Enix,Square Enix,NA,6.5,NA,NA,0.32,0.28,0.02,0,0.03,11/20/2007,
2531,37411,/games/boxart/full_6920385AmericaFrontccc.jpg,Marvel: Ultimate Alliance 2,Wii,Role-Playing,Activision,n-Space,NA,5.6,NA,NA,0.32,0.25,NA,0.05,0.03,9/15/2009,
2532,37412,/games/boxart/306515ccc.jpg,Eternal Sonata,X360,Role-Playing,Namco Bandai,Tri-Crescendo,NA,7.9,NA,NA,0.32,0.19,0.08,0.04,0.02,9/17/2007,
2533,37413,/games/boxart/full_shin-megami-tensei-persona-2-innocent-sin_200AmericaFront.jpg,Shin Megami Tensei: Persona 2: Innocent Sin,PSP,Role-Playing,Atlus,Atlus Co.,NA,7,NA,NA,0.32,0.14,0.11,0.04,0.04,9/20/2011,
2534,37415,/games/boxart/full_4054778AmericaFrontccc.jpg,Folklore,PS3,Role-Playing,Sony Computer Entertainment,Game Republic,7.7,7.5,8.7,NA,0.32,0.2,0.05,0.04,0.03,10/9/2007,
2535,37421,/games/boxart/full_etrian-odyssey-iii-the-drowned-city_7AmericaFront.jpg,Etrian Odyssey III: The Drowned City,DS,Role-Playing,Atlus,Atlus Co. / Lancarse,NA,7.3,NA,NA,0.31,0.12,0.19,NA,0.01,9/21/2010,
2536,37435,/games/boxart/full_4451966AmericaFrontccc.jpg,Magna Carta 2,X360,Role-Playing,Namco Bandai,SoftMax,NA,6.6,NA,NA,0.3,0.13,0.07,0.07,0.02,10/13/2009,
2537,37443,/games/boxart/full_radiant-historia_767AmericaFront.jpg,Radiant Historia,DS,Role-Playing,Atlus,Atlus Co.,NA,8.5,NA,NA,0.3,0.19,0.09,NA,0.02,2/22/2011,
2538,37446,/games/boxart/8710101ccc.jpg,Grandia II,PS2,Role-Playing,Ubisoft,Game Arts,NA,7.4,NA,NA,0.29,0.14,NA,0.11,0.04,1/28/2002,
2539,37449,/games/boxart/full_5474033AmericaFrontccc.jpg,Glory of Heracles,DS,Role-Playing,Nintendo,Paon Corporation,6.4,6.8,NA,NA,0.29,0.19,0.08,NA,0.02,1/18/2010,
2540,37450,/games/boxart/full_9311825AmericaFrontccc.jpg,X-Men Legends II: Rise of Apocalypse,PSP,Role-Playing,Activision,Vicarious Visions,NA,8.5,NA,NA,0.29,0.25,NA,0.01,0.02,10/18/2005,
2541,37451,/games/boxart/full_9059354AmericaFrontccc.jpg,NieR,X360,Role-Playing,Square Enix,Cavia Inc.,NA,6.4,NA,NA,0.29,0.13,0.04,0.1,0.02,4/27/2010,
2542,37452,/games/boxart/full_3144531AmericaFrontccc.jpg,Atelier Iris 3: Grand Phantasm (US Sales),PS2,Role-Playing,NIS America,Gust,NA,6.1,NA,NA,0.29,0.14,NA,0.11,0.04,5/29/2007,
