"","X","img","title","console","genre","publisher","developer","critic_score","total_sales","na_sales","jp_sales","pal_sales","other_sales","release_date"
"41280",41924,"/games/boxart/6007732ccc.jpg","Turok 2: Seeds of Evil","N64","Shooter","Acclaim Entertainment","Iguana Entertainment",9,1.86,1.37,0.04,0.41,0.04,"10/21/1998"
"41283",41927,"/games/boxart/full_9962375AmericaFrontccc.jpg","BioShock Infinite","PS3","Shooter","2K Games","Irrational Games",9.5,1.82,0.74,0.04,0.74,0.3,"3/26/2013"
"41284",41928,"/games/boxart/full_3989486AmericaFrontccc.jpg","The Orange Box","X360","Shooter","Electronic Arts","Valve Software",9.7,1.82,1.09,0.02,0.53,0.17,"10/10/2007"
"41287",41931,"/games/boxart/full_3092238AmericaFrontccc.jpg","Crackdown","X360","Shooter","Microsoft Game Studios","Realtime Worlds",8.4,1.75,1,0.03,0.53,0.18,"2/20/2007"
"41291",41938,"/games/boxart/full_1841380AmericaFrontccc.png","Titanfall 2","PS4","Shooter","Electronic Arts","Respawn Entertainment",8.9,1.72,0.75,0.06,0.62,0.28,"10/28/2016"
"41294",41941,"/games/boxart/full_portal-2_305AmericaFront.jpg","Portal 2","PS3","Shooter","Valve","Valve Software",9.6,1.71,0.83,0.02,0.62,0.24,"4/19/2011"
"41296",41943,"/games/boxart/full_7672549AmericaFrontccc.jpg","Far Cry 4","XOne","Shooter","Ubisoft","Ubisoft Montreal",8.5,1.68,0.85,0.02,0.68,0.14,"11/18/2014"
"41298",41945,"/games/boxart/3855026ccc.jpg","Time Crisis","PS","Shooter","Namco","Namco",8.5,1.68,0.38,0.33,0.87,0.1,"10/31/1997"
"41302",41949,"/games/boxart/full_7449241AmericaFrontccc.jpg","Army of Two","X360","Shooter","Electronic Arts","EA Montreal",6.7,1.64,1.09,0.02,0.37,0.16,"3/7/2008"
"41306",41953,"/games/boxart/full_8089384AmericaFrontccc.png","The Order: 1886","PS4","Shooter","Sony Computer Entertainment","Ready at Dawn",6.2,1.62,0.44,0.07,0.86,0.25,"2/20/2015"
"41309",41956,"/games/boxart/full_rage_396AmericaFront.jpg","Rage","X360","Shooter","Bethesda Softworks","id Software",7.9,1.6,0.82,0.03,0.6,0.15,"10/4/2011"
"41313",41960,"/games/boxart/full_6466178AmericaFrontccc.jpg","Far Cry 2","X360","Shooter","Ubisoft","Ubisoft Montreal",8.5,1.59,0.72,0.02,0.69,0.18,"10/21/2008"
"41317",41964,"/games/boxart/full_1146184AmericaFrontccc.jpg","BioShock 2","PS3","Shooter","2K Games","2K Marin",8.5,1.55,0.85,0.02,0.46,0.22,"2/9/2010"
"41319",41966,"/games/boxart/5735485ccc.jpg","007: The World is Not Enough","N64","Shooter","Electronic Arts","Eurocom Entertainment Software",7.4,1.55,1.13,0.02,0.38,0.03,"10/17/2000"
"41326",41973,"/games/boxart/9911169ccc.jpg","Call of Duty 3","PS3","Shooter","Activision","Treyarch",7.7,1.51,0.6,0.03,0.63,0.26,"11/15/2006"
"41334",41981,"/games/boxart/full_resistance-3_940AmericaFront.jpg","Resistance 3","PS3","Shooter","Sony Computer Entertainment","Insomniac Games",8.3,1.49,0.64,0.05,0.57,0.22,"9/6/2011"
"41336",41983,"/games/boxart/1441101ccc.jpg","007: Quantum of Solace","X360","Shooter","Activision","Treyarch",6.6,1.48,0.82,0.01,0.51,0.14,"11/4/2008"
"41337",41984,"/games/boxart/full_8904735AmericaFrontccc.jpg","Battlefield: Bad Company","X360","Shooter","Electronic Arts","EA Digital Illusions CE",8.6,1.46,0.81,0.04,0.46,0.15,"6/23/2008"
"41338",41985,"/games/boxart/full_homefront_444AmericaFront.jpg","Homefront","X360","Shooter","THQ","Kaos Studios",6.7,1.46,0.83,0.02,0.48,0.12,"3/15/2011"
"41341",41988,"/games/boxart/5990330ccc.jpg","The House of the Dead 2 & 3 Return","Wii","Shooter","Sega","Sega",6.5,1.45,0.77,0.03,0.5,0.15,"3/11/2008"
"41342",41989,"/games/boxart/8018037ccc.jpg","BioShock","PS3","Shooter","2K Games","2K Boston / 2K Australia / 2K Marin",9.3,1.44,0.75,0.01,0.48,0.21,"10/21/2008"
"41349",41996,"/games/boxart/full_2653111AmericaFrontccc.jpg","Far Cry 2","PS3","Shooter","Ubisoft","Ubisoft Montreal",8.4,1.38,0.43,0.01,0.69,0.26,"10/21/2008"
"41350",41997,"/games/boxart/full_deus-ex-human-revolution_144AmericaFront.jpg","Deus Ex: Human Revolution","X360","Shooter","Square Enix","Eidos Montreal",8.8,1.38,0.77,0.02,0.47,0.12,"8/23/2011"
"41351",41998,"/games/boxart/full_deus-ex-human-revolution_477AmericaFront.jpg","Deus Ex: Human Revolution","PS3","Shooter","Square Enix","Eidos Montreal",8.8,1.38,0.5,0.07,0.6,0.22,"8/23/2011"
"41356",42003,"/games/boxart/full_crysis-2_266AmericaFront.jpg","Crysis 2","X360","Shooter","Electronic Arts","Crytek",8.7,1.37,0.73,0.02,0.5,0.13,"3/22/2011"
"41359",42006,"/games/boxart/full_2824502AmericaFrontccc.jpg","Wolfenstein II: The New Colossus","PS4","Shooter","Bethesda Softworks","MachineGames",9,1.36,0.55,0.01,0.58,0.22,"10/27/2017"
"41364",42011,"/games/boxart/full_3761361AmericaFrontccc.jpg","Tom Clancy's Rainbow Six: Vegas 2","PS3","Shooter","Ubisoft","Ubisoft Montreal",8.2,1.34,0.66,0.04,0.45,0.2,"3/19/2008"
"41366",42013,"/games/boxart/6513999ccc.jpg","Battlefield: Bad Company","PS3","Shooter","Electronic Arts","EA Digital Illusions CE",8.6,1.34,0.76,0.05,0.36,0.17,"6/23/2008"
"41368",42015,"/games/boxart/full_crysis-2_295AmericaFront.jpg","Crysis 2","PS3","Shooter","Electronic Arts","Crytek",8.8,1.33,0.48,0.06,0.57,0.22,"3/22/2011"
"41369",42016,"/games/boxart/full_8702440AmericaFrontccc.jpg","MAG: Massive Action Game","PS3","Shooter","Sony Computer Entertainment","Zipper Interactive",7.4,1.32,0.77,0.09,0.3,0.16,"1/26/2010"
"41370",42017,"/games/boxart/full_rage_721AmericaFront.jpg","Rage","PS3","Shooter","Bethesda Softworks","id Software",7.9,1.32,0.47,0.06,0.59,0.2,"10/4/2011"
"41379",42026,"/games/boxart/full_4453359AmericaFrontccc.jpg","SOCOM: U.S. Navy SEALs Confrontation","PS3","Shooter","Sony Computer Entertainment","Slant Six Games",6.3,1.26,0.94,0.02,0.17,0.14,"10/14/2008"
"41382",42029,"/games/boxart/full_5505392AmericaFrontccc.jpg","Black","PS2","Shooter","Electronic Arts","Criterion Games",7.7,1.25,1.01,0.03,0.04,0.16,"2/28/2006"
"41386",42033,"/games/boxart/full_5918118AmericaFrontccc.jpg","Star Wars Battlefront II","PSP","Shooter","LucasArts","Savage Entertainment",6.9,1.22,1.05,0.01,0.06,0.1,"11/1/2005"
"41396",42043,"/games/boxart/8108434ccc.jpg","Army of Two","PS3","Shooter","Electronic Arts","EA Montreal",7.4,1.17,0.74,0.02,0.26,0.15,"3/7/2008"
"41400",42047,"/games/boxart/3078371ccc.jpg","Medal of Honor Heroes 2","PSP","Shooter","Electronic Arts","Team Fusion",6.6,1.16,0.5,0.02,0.39,0.25,"11/13/2007"
"41406",42053,"/games/boxart/6998455ccc.jpg","007: Quantum of Solace","PS3","Shooter","Activision","Treyarch",6.6,1.14,0.43,0.02,0.51,0.19,"11/4/2008"
"41408",42055,"/games/boxart/full_6214041PALFrontccc.jpg","Plants vs Zombies: Garden Warfare","X360","Shooter","Electronic Arts","PopCap Games",8,1.13,0.54,0,0.5,0.09,"2/25/2014"
"41411",42058,"/games/boxart/full_3415948AmericaFrontccc.jpg","SOCOM: U.S. Navy SEALs Fireteam Bravo","PSP","Shooter","Sony Computer Entertainment","Zipper Interactive",7.9,1.12,1.03,0.01,0,0.08,"11/8/2005"
"41413",42060,"/games/boxart/full_crackdown-2_2AmericaFront.jpg","Crackdown 2","X360","Shooter","Microsoft Game Studios","Ruffian Games",7.5,1.12,0.63,0.02,0.36,0.1,"7/6/2010"
"41425",42072,"/games/boxart/8045970ccc.jpg","Star Fox: Assault","GC","Shooter","Nintendo","Namco",6.6,1.08,0.68,0.19,0.18,0.03,"2/14/2005"
"41430",42077,"/games/boxart/6960164ccc.jpg","Mercenaries 2: World in Flames","X360","Shooter","Electronic Arts","Pandemic Studios",7.1,1.06,0.65,0.01,0.3,0.1,"8/31/2008"
"41431",42078,"/games/boxart/4740458ccc.jpg","Call of Duty 4: Modern Warfare","DS","Shooter","Activision","n-Space",7.3,1.05,0.95,0.01,0.02,0.08,"11/5/2007"
"41432",42079,"/games/boxart/full_4345442AmericaFrontccc.jpg","Resident Evil: The Darkside Chronicles","Wii","Shooter","Capcom","Cavia, inc.",7.2,1.05,0.46,0.2,0.31,0.09,"11/17/2009"
"41439",42086,"/games/boxart/full_brink_882AmericaFront.jpg","Brink","X360","Shooter","Bethesda Softworks","Splash Damage",6.8,1.04,0.59,0.01,0.35,0.09,"5/10/2011"
"41443",42090,"/games/boxart/full_bulletstorm_840AmericaFront.jpg","Bulletstorm","X360","Shooter","Electronic Arts","People Can Fly",8.5,1.02,0.61,0.01,0.32,0.08,"2/22/2011"
"41452",42099,"/games/boxart/full_1175250AmericaFrontccc.jpg","Haze","PS3","Shooter","Ubisoft","Free Radical Design",5.6,0.99,0.49,0.02,0.33,0.15,"5/20/2008"
"41453",42100,"/games/boxart/full_6990388AmericaFrontccc.jpg","Army of Two: The 40th Day","X360","Shooter","Electronic Arts","EA Montreal",7.1,0.99,0.65,0,0.24,0.09,"1/12/2010"
"41454",42101,"/games/boxart/full_9238516AmericaFrontccc.jpg","Sniper Elite V2","PS3","Shooter","505 Games","Rebellion Developments",7.4,0.98,0.38,0.06,0.4,0.15,"5/2/2012"
"41459",42106,"/games/boxart/full_star-fox-64-3d_892AmericaFront.jpg","Star Fox 64 3D","3DS","Shooter","Nintendo","Nintendo EAD",8,0.96,0.48,0.13,0.29,0.07,"9/9/2011"
"41462",42109,"/games/boxart/full_3247411AmericaFrontccc.jpg","Lost Planet 2","PS3","Shooter","Capcom","Capcom",6.6,0.95,0.29,0.2,0.34,0.12,"5/11/2010"
"41468",42115,"/games/boxart/full_95645AmericaFrontccc.jpg","Operation Flashpoint: Dragon Rising","X360","Shooter","Codemasters","Codemasters",7.4,0.93,0.36,0.02,0.45,0.1,"10/6/2009"
"41472",42119,"/games/boxart/full_7273661AmericaFrontccc.png","Crysis 3","X360","Shooter","Electronic Arts","Crytek",7.6,0.92,0.51,0.01,0.32,0.08,"2/19/2013"
"41473",42120,"/games/boxart/full_3546011AmericaFrontccc.png","Crysis 3","PS3","Shooter","Electronic Arts","Crytek",8.2,0.91,0.26,0.03,0.48,0.14,"2/19/2013"
"41474",42121,"/games/boxart/full_754945AmericaFrontccc.png","Operation Flashpoint: Dragon Rising","PS3","Shooter","Codemasters","Codemasters",7.3,0.91,0.23,0.05,0.46,0.17,"10/6/2009"
"41475",42122,"/games/boxart/full_homefront_34AmericaFront.jpg","Homefront","PS3","Shooter","THQ","Kaos Studios",6.6,0.9,0.32,0.04,0.4,0.15,"3/15/2011"
"41476",42123,"/games/boxart/full_socom-4-us-navy-seals_869AmericaFront.jpg","SOCOM 4: U.S. Navy SEALs","PS3","Shooter","Sony Computer Entertainment","Zipper Interactive",7,0.9,0.66,0.04,0.12,0.09,"4/19/2011"
"41479",42126,"/games/boxart/full_8237638AmericaFrontccc.jpg","Resistance: Retribution","PSP","Shooter","Sony Computer Entertainment","SCEA Bend Studio",8,0.9,0.27,0.05,0.36,0.22,"3/17/2009"
"41483",42130,"/games/boxart/full_732552AmericaFrontccc.jpg","Call of Juarez: Bound in Blood","PS3","Shooter","Ubisoft","Techland",7.7,0.88,0.35,0.01,0.38,0.15,"6/30/2009"
"41488",42138,"/games/boxart/full_3965132AmericaFrontccc.jpg","Red Faction: Guerrilla","X360","Shooter","THQ","Volition Inc.",8.4,0.87,0.48,0.01,0.29,0.09,"6/2/2009"
"41490",42140,"/games/boxart/6908817ccc.jpg","Brothers In Arms: Hell's Highway","X360","Shooter","Ubisoft","Gearbox Software",7.6,0.87,0.47,0,0.3,0.09,"9/23/2008"
"41491",42141,"/games/boxart/8238124ccc.jpg","Mercenaries 2: World in Flames","PS3","Shooter","Electronic Arts","Pandemic Studios",6,0.87,0.29,0.02,0.4,0.16,"8/31/2008"
"41495",42145,"/games/boxart/full_4015554AmericaFrontccc.jpg","Army of Two: The 40th Day","PS3","Shooter","Electronic Arts","EA Montreal",7.1,0.85,0.44,0.01,0.27,0.13,"1/12/2010"
"41497",42147,"/games/boxart/full_6130454AmericaFrontccc.jpg","The House of the Dead: Overkill","Wii","Shooter","Sega","Headstrong Games",7.9,0.85,0.44,0.02,0.3,0.09,"2/10/2009"
"41498",42148,"/games/boxart/full_1384212AmericaFrontccc.jpg","Sniper Elite V2","X360","Shooter","505 Games","Rebellion Developments",7,0.84,0.46,0.02,0.28,0.08,"5/1/2012"
"41501",42151,"/games/boxart/full_5973425AmericaFrontccc.jpg","Time Crisis 4","PS3","Shooter","Namco Bandai","Bandai Namco Games",6.1,0.83,0.32,0.05,0.32,0.14,"11/20/2007"
"41503",42153,"/games/boxart/3413045ccc.jpg","Stranglehold","X360","Shooter","Midway Games","Midway Games",8,0.83,0.41,0.01,0.33,0.09,"9/5/2007"
"41505",42155,"/games/boxart/full_sniper-ghost-warrior_903AmericaFront.jpg","Sniper: Ghost Warrior","PS3","Shooter","City Interactive","City Interactive",4.5,0.83,0.3,0.04,0.35,0.14,"6/28/2011"
"41522",42172,"/games/boxart/full_4143611AmericaFrontccc.png","Perfect Dark Zero","X360","Shooter","Microsoft Game Studios","Rare Ltd.",8.1,0.77,0.66,0.03,0.02,0.06,"11/17/2005"
"41524",42174,"/games/boxart/103002ccc.jpg","Ghost Squad","Wii","Shooter","Sega","Polygon Magic",7,0.77,0.42,0.08,0.21,0.07,"11/20/2007"
"41530",42180,"/games/boxart/full_4943807AmericaFrontccc.jpg","Lost Planet 2","X360","Shooter","Capcom","Capcom",6.5,0.76,0.38,0.08,0.24,0.06,"5/11/2010"
"41531",42181,"/games/boxart/6475403ccc.jpg","Kane & Lynch: Dead Men","X360","Shooter","Eidos Interactive","IO Interactive",6.8,0.76,0.36,0.01,0.31,0.08,"11/13/2007"
"41533",42183,"/games/boxart/4859979ccc.jpg","Kane & Lynch: Dead Men","PS3","Shooter","Eidos Interactive","IO Interactive",6.8,0.75,0.29,0.01,0.32,0.13,"11/13/2007"
"41536",42186,"/games/boxart/2082804ccc.jpg","Turok","X360","Shooter","Touchstone","Propaganda Games",6.6,0.75,0.46,0.01,0.2,0.07,"2/5/2008"
"41538",42188,"/games/boxart/full_3144373AmericaFrontccc.jpg","Red Faction: Guerrilla","PS3","Shooter","THQ","Volition Inc.",8.6,0.74,0.33,0.02,0.27,0.12,"6/2/2009"
"41540",42190,"/games/boxart/full_brink_399AmericaFront.jpg","Brink","PS3","Shooter","Bethesda Softworks","Splash Damage",7.1,0.73,0.29,0.01,0.32,0.12,"5/10/2011"
"41550",42200,"/games/boxart/full_1404771AmericaFrontccc.jpg","Plants vs Zombies: Garden Warfare","XOne","Shooter","Electronic Arts","PopCap Games",7.6,0.71,0.39,0,0.25,0.06,"2/25/2014"
"41556",42206,"/games/boxart/full_832431PALFrontccc.jpg","Fortnite","NS","Shooter","Warner Bros. Interactive Entertainment","Epic Games",8.5,0.69,0.38,0.01,0.24,0.06,"11/16/2018"
"41573",42223,"/games/boxart/2828226ccc.jpg","007: Quantum of Solace","Wii","Shooter","Activision","Beenox",5.6,0.65,0.29,0.01,0.28,0.07,"11/4/2008"
"41582",42232,"/games/boxart/2925885ccc.jpg","Lost Planet: Extreme Condition","PS3","Shooter","Capcom","Capcom",6.3,0.64,0.31,0.07,0.17,0.08,"2/26/2008"
"41588",42238,"/games/boxart/full_red-steel-2_6AmericaFront.jpg","Red Steel 2","Wii","Shooter","Ubisoft","Ubisoft Paris",7.8,0.62,0.35,0.01,0.21,0.06,"3/23/2010"
"41590",42240,"/games/boxart/full_5625067AmericaFrontccc.jpg","Wet","PS3","Shooter","Bethesda Softworks","Artificial Mind and Movement",6.9,0.62,0.22,0.01,0.27,0.11,"9/15/2009"
"41592",42242,"/games/boxart/full_vanquish_7AmericaFront.jpg","Vanquish","PS3","Shooter","Sega","PlatinumGames",8.5,0.61,0.21,0.11,0.22,0.08,"10/19/2010"
"41599",42249,"/games/boxart/full_3344562AmericaFrontccc.jpg","Call of Juarez: Bound in Blood","X360","Shooter","Ubisoft","Techland",7.6,0.6,0.3,0,0.24,0.06,"6/30/2009"
"41604",42254,"/games/boxart/full_4221840AmericaFrontccc.jpg","Kane & Lynch 2: Dog Days","PS3","Shooter","Square Enix","IO Interactive",6.3,0.59,0.17,0.05,0.28,0.1,"8/17/2010"
"41633",42283,"/games/boxart/full_bulletstorm_856AmericaFront.jpg","Bulletstorm","PS3","Shooter","Electronic Arts","People Can Fly",8.4,0.54,0.24,0.01,0.2,0.09,"2/22/2011"
"41635",42285,"/games/boxart/full_5949028AmericaFrontccc.jpg","METRO 2033","X360","Shooter","THQ","4a-games",7.4,0.54,0.22,0.03,0.23,0.05,"3/16/2010"
"41638",42288,"/games/boxart/full_time-crisis-razing-storm_5AmericaFront.jpg","Time Crisis: Razing Storm","PS3","Shooter","Namco Bandai","Nex Entertainment",5.8,0.54,0.18,0.07,0.21,0.08,"10/19/2010"
"41644",42294,"/games/boxart/full_6391417AmericaFrontccc.jpg","Terminator Salvation","PS3","Shooter","Warner Bros. Interactive","GRIN",5,0.53,0.13,0.01,0.29,0.1,"5/19/2009"
"41645",42295,"/games/boxart/9087804ccc.jpg","Star Fox Command","DS","Shooter","Nintendo","Nintendo EAD / Q-Games",7.2,0.53,0.38,0.1,0.01,0.04,"8/28/2006"
"41647",42297,"/games/boxart/full_2073728AmericaFrontccc.jpg","F.E.A.R. 2: Project Origin","X360","Shooter","Warner Bros. Interactive","Monolith Productions",7.9,0.52,0.32,0,0.15,0.05,"2/10/2009"
"41660",42310,"/games/boxart/full_4310711AmericaFrontccc.jpg","Wet","X360","Shooter","Bethesda Softworks","Artificial Mind and Movement",6.9,0.5,0.23,0.01,0.21,0.05,"9/15/2009"
"41662",42312,"/games/boxart/full_resident-evil-the-mercenaries-3d_717AmericaFront.jpg","Resident Evil: The Mercenaries 3D","3DS","Shooter","Capcom","Capcom",6.3,0.49,0.16,0.13,0.17,0.03,"6/28/2011"
"41668",42318,"/games/boxart/full_6744670AmericaFrontccc.jpg","Kane & Lynch 2: Dog Days","X360","Shooter","Square Enix","IO Interactive",6.4,0.49,0.2,0.01,0.23,0.05,"8/17/2010"
"41676",42326,"/games/boxart/full_6902025AmericaFrontccc.jpg","Dark Sector","X360","Shooter","D3 Publisher","Digital Extremes",7.1,0.48,0.22,0.01,0.2,0.05,"3/25/2008"
"41681",42331,"/games/boxart/full_3433704AmericaFrontccc.jpg","Alien Trilogy","PS","Shooter","Acclaim Entertainment","Probe Entertainment Limited",8,0.47,0.24,0.04,0.16,0.03,"9/1/1997"
"41682",42332,"/games/boxart/full_9559532AmericaFrontccc.jpg","Dark Sector","PS3","Shooter","D3 Publisher","Digital Extremes",7.2,0.47,0.23,0.01,0.16,0.07,"3/25/2008"
"41683",42333,"/games/boxart/full_9519564AmericaFrontccc.jpg","F.E.A.R. 2: Project Origin","PS3","Shooter","Warner Bros. Interactive","Monolith Productions",8.2,0.47,0.19,0.01,0.2,0.08,"2/10/2009"
"41684",42334,"/games/boxart/full_3930327AmericaFrontccc.jpg","Unreal Tournament III","X360","Shooter","Midway Games","Epic Games",7.8,0.47,0.25,0.01,0.17,0.05,"7/7/2008"
"41686",42336,"/games/boxart/full_dead-space-extraction_7AmericaFront.jpg","Dead Space Extraction","Wii","Shooter","Electronic Arts","Visceral Games",8.2,0.47,0.32,0.01,0.1,0.04,"9/28/2009"
"41693",42346,"/games/boxart/full_red-faction-armageddon_437AmericaFront.jpg","Red Faction: Armageddon","PS3","Shooter","THQ","Volition Inc.",7,0.46,0.2,0.03,0.15,0.07,"6/7/2011"
"41706",42359,"/games/boxart/full_fear-3_734AmericaFront.jpg","F.E.A.R. 3","PS3","Shooter","Warner Bros. Interactive","Day 1 Studios",7.8,0.45,0.21,0.01,0.16,0.07,"6/21/2011"
"41711",42364,"/games/boxart/full_fear-3_314AmericaFront.jpg","F.E.A.R. 3","X360","Shooter","Warner Bros. Interactive","Day 1 Studios",7.8,0.45,0.3,0.01,0.11,0.04,"6/21/2011"
"41712",42365,"/games/boxart/full_1465998AmericaFrontccc.jpg","SOCOM: U.S. Navy SEALs Fireteam Bravo 3","PSP","Shooter","Sony Computer Entertainment","Slant Six Games",7.5,0.45,0.17,0.06,0.13,0.09,"2/16/2010"
"41716",42369,"/games/boxart/full_5796453AmericaFrontccc.jpg","Star Fox: Zero","WiiU","Shooter","Nintendo","Nintendo EPD",6.7,0.44,0.2,0.09,0.12,0.03,"4/22/2016"
"41720",42373,"/games/boxart/4338932ccc.jpg","The Darkness","X360","Shooter","2K Games","Starbreeze",8.3,0.44,0.36,0.01,0.04,0.03,"6/25/2007"
"41723",42376,"/games/boxart/5975038ccc.jpg","007: Quantum of Solace","PS2","Shooter","Activision","Treyarch",7.8,0.43,0.17,0,0,0.26,"11/4/2008"
"41726",42379,"/games/boxart/full_9745171AmericaFrontccc.jpg","Doom (2016)","NS","Shooter","Bethesda Softworks","id Software",8.2,0.43,0.24,0.01,0.15,0.04,"11/10/2017"
"41729",42382,"/games/boxart/full_3864755AmericaFrontccc.jpg","Sin and Punishment: Star Successor","Wii","Shooter","Nintendo","Treasure Co., Ltd.",8.4,0.43,0.19,0.06,0.14,0.03,"6/27/2010"
"41741",42394,"/games/boxart/full_vanquish_5AmericaFront.jpg","Vanquish","X360","Shooter","Sega","PlatinumGames",8.3,0.42,0.19,0.03,0.16,0.04,"10/19/2010"
"41748",42401,"/games/boxart/full_6537422AmericaFrontccc.jpg","Battlefield 2: Modern Combat","X360","Shooter","Electronic Arts","Digtal Illusions",7.8,0.41,0.35,0.01,0.02,0.03,"4/11/2006"
"41759",42412,"/games/boxart/full_red-faction-armageddon_997AmericaFront.jpg","Red Faction: Armageddon","X360","Shooter","THQ","Volition Inc.",7.1,0.39,0.18,0.01,0.16,0.04,"6/7/2011"
"41774",42427,"/games/boxart/full_5809157AmericaFrontccc.jpg","Wanted: Weapons of Fate","X360","Shooter","Warner Bros. Interactive","GRIN",6.2,0.37,0.17,0,0.15,0.04,"3/24/2009"
"41784",42437,"/games/boxart/full_5971418AmericaFrontccc.jpg","Call of Duty: Ghosts","WiiU","Shooter","Activision","Infinity Ward",8.8,0.35,0.22,0.01,0.09,0.03,"11/5/2013"
"41787",42440,"/games/boxart/full_686990AmericaFrontccc.jpg","Terminator Salvation","X360","Shooter","Warner Bros. Interactive","Halcyon",5.2,0.35,0.13,0,0.18,0.04,"5/19/2009"
"41804",42457,"/games/boxart/7184459ccc.jpg","Fracture","X360","Shooter","LucasArts","Day 1 Studios",4,0.33,0.15,0,0.14,0.04,"10/7/2008"
"41812",42465,"/games/boxart/full_operation-flashpoint-red-river_66AmericaFront.jpg","Operation Flashpoint: Red River","PS3","Shooter","Codemasters","Codemasters",6.8,0.32,0.06,0.07,0.14,0.05,"6/7/2011"
"41819",42472,"/games/boxart/full_4290306AmericaFrontccc.jpg","Singularity","X360","Shooter","Activision","Raven Software",7.7,0.32,0.24,0,0.04,0.03,"6/29/2010"
"41845",42498,"/games/boxart/full_7823890AmericaFrontccc.jpg","Wanted: Weapons of Fate","PS3","Shooter","Warner Bros. Interactive","GRIN",6.2,0.29,0.14,0.01,0.1,0.04,"3/24/2009"
"41856",42509,"/games/boxart/full_9761625AmericaFrontccc.jpg","DeathSmiles","X360","Shooter","Aksys Games","Cave",8,0.28,0.15,0.05,0.06,0.02,"6/29/2010"
"41859",42512,"/games/boxart/full_operation-flashpoint-red-river_464AmericaFront.jpg","Operation Flashpoint: Red River","X360","Shooter","Codemasters","Codemasters",7,0.28,0.1,0.01,0.14,0.03,"6/7/2011"
"41862",42515,"/games/boxart/full_7810357AmericaFrontccc.png","Dead to Rights: Retribution","PS3","Shooter","Namco Bandai","Volatile Games",6,0.28,0.1,0.02,0.12,0.05,"4/27/2010"
"41866",42519,"/games/boxart/6928440ccc.jpg","Mister Mosquito","PS2","Shooter","Eidos Interactive","Zoom Inc.",6.6,0.28,0.05,0.17,0.04,0.01,"3/12/2002"
"41881",42534,"/games/boxart/266937ccc.jpg","Panzer Dragoon Orta","XB","Shooter","Sega","Smilebit",8.8,0.26,0.16,0.04,0.05,0.01,"1/12/2003"
"41890",42546,"/games/boxart/full_2467525AmericaFrontccc.jpg","Resident Evil: Revelations","X360","Shooter","Capcom","Capcom",7.4,0.26,0.12,0.02,0.1,0.02,"5/21/2013"
"41919",42575,"/games/boxart/full_singularity_2AmericaFront.jpg","Singularity","PS3","Shooter","Activision","Raven Software",7.8,0.24,0.17,0.01,0.03,0.03,"6/29/2010"
"41944",42600,"/games/boxart/full_9137764AmericaFrontccc.jpg","Resident Evil: Revelations","WiiU","Shooter","Capcom","Capcom",7.5,0.22,0.09,0.03,0.08,0.02,"5/21/2013"
"41957",42613,"/games/boxart/full_5608516AmericaFrontccc.jpg","50 Cent: Blood on the Sand","X360","Shooter","THQ","Swordfish Studios",7.3,0.21,0.12,0,0.07,0.02,"2/24/2009"
"41966",42622,"/games/boxart/full_7778921AmericaFrontccc.jpg","Dead to Rights: Retribution","X360","Shooter","Namco Bandai","Volatile Games",5.7,0.21,0.11,0,0.08,0.02,"4/27/2010"
"41973",42629,"/games/boxart/full_earth-defense-force-insect-armageddon_665AmericaFront.jpg","Earth Defense Force: Insect Armageddon","PS3","Shooter","D3 Publisher","Vicious Cycle",6.6,0.2,0.06,0.08,0.04,0.02,"7/5/2011"
"41987",42643,"/games/boxart/full_space-invaders-extreme-2_7AmericaFront.jpg","Space Invaders Extreme 2","DS","Shooter","Taito","Taito Corporation",8.1,0.19,0.17,0,0.01,0.01,"10/20/2009"
"41998",42654,"/games/boxart/full_8565851AmericaFrontccc.jpg","50 Cent: Blood on the Sand","PS3","Shooter","THQ","Swordfish Studios",7.2,0.19,0.1,0.01,0.06,0.03,"2/24/2009"
"42006",42662,"/games/boxart/full_earth-defense-force-insect-armageddon_265AmericaFront.jpg","Earth Defense Force: Insect Armageddon","X360","Shooter","D3 Publisher","Vicious Cycle",6.7,0.19,0.1,0.03,0.04,0.01,"7/5/2011"
"42012",42668,"/games/boxart/full_9174418AmericaFrontccc.jpg","Call of Juarez","X360","Shooter","Ubisoft","Techland",6.9,0.18,0.14,0,0.02,0.01,"6/7/2007"
"42026",42682,"/games/boxart/full_9754156AmericaFrontccc.jpg","Velvet Assassin","X360","Shooter","SouthPeak Interactive","Replay Studios",5.3,0.18,0.14,0.01,0.02,0.01,"4/30/2009"
"42078",42734,"/games/boxart/full_4384647AmericaFrontccc.jpg","Project Sylpheed: Arc of Deception","X360","Shooter","Microsoft","Game Arts / Seta Corporation",6.7,0.15,0.12,0.02,0.01,0.01,"7/10/2007"
"42082",42738,"/games/boxart/full_7743268AmericaFrontccc.jpg","Space Invaders Extreme","DS","Shooter","Square Enix","Taito Corporation",8.3,0.15,0.12,0.01,0.01,0.01,"6/17/2008"
"42118",42777,"/games/boxart/189231ccc.jpg","Metal Slug 7","DS","Shooter","Ignition Entertainment","SNK Playmore Corporation",6.9,0.14,0.12,0.01,0,0.01,"11/18/2008"
"42139",42798,"/games/boxart/full_2293779AmericaFrontccc.jpg","Eat Lead: The Return of Matt Hazard","PS3","Shooter","D3 Publisher","Vicious Cycle",5.3,0.13,0.09,0,0.02,0.01,"2/26/2009"
