"","X","img","title","console","genre","publisher","developer","critic_score","total_sales","na_sales","jp_sales","pal_sales","other_sales","release_date"
"779",790,"/games/boxart/full_samurai-warriors-3_6AmericaFront.jpg","Samurai Warriors 3","Wii","Action","Nintendo","Omega Force",5.1,0.44,0.09,0.32,0.02,0.01,"9/27/2010"
"796",807,"/games/boxart/full_2843035AmericaFrontccc.jpg","Def Jam Icon","PS3","Action","Electronic Arts","Unknown",6.6,0.43,0.16,0,0.19,0.07,"3/6/2007"
"817",831,"/games/boxart/3704717ccc.jpg","Castlevania: Curse of Darkness","PS2","Action","Konami","Konami",7.2,0.42,0.18,0.05,0.14,0.05,"11/1/2005"
"849",863,"/games/boxart/full_1829350AmericaFrontccc.jpg","Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009","DS","Action","Konami","Konami",7.5,0.4,0.27,0.09,0.01,0.03,"5/19/2009"
"859",873,"/games/boxart/full_no-more-heroes-2-desperate-struggle_6AmericaFront.jpg","No More Heroes 2: Desperate Struggle","Wii","Action","Ubisoft","Grasshopper Manufacture",8.5,0.4,0.2,0.04,0.11,0.03,"1/26/2010"
"881",895,"/games/boxart/full_samurai-warriors-chronicles_744AmericaFront.jpg","Samurai Warriors Chronicles","3DS","Action","Tecmo Koei","Omega Force",5.4,0.39,0.12,0.2,0.05,0.01,"3/27/2011"
"882",896,"/games/boxart/1617742ccc.jpg","Hitman: Blood Money","X360","Action","Eidos Interactive","IO Interactive",8.1,0.39,0.29,0.01,0.06,0.03,"5/30/2006"
"920",934,"/games/boxart/7329621ccc.jpg","Tomb Raider: Legend","X360","Action","Eidos Interactive","Crystal Dynamics",8.1,0.37,0.27,0.01,0.07,0.03,"4/11/2006"
"931",945,"/games/boxart/full_2615528AmericaFrontccc.jpg","The Wonderful 101","WiiU","Action","Nintendo","PlatinumGames",8,0.36,0.15,0.08,0.11,0.02,"9/15/2013"
"939",953,"/games/boxart/full_4729465AmericaFrontccc.jpg","Nintendo Labo: Toy-Con 02 Robot Kit","NS","Action","Nintendo","Nintendo EPD",7,0.36,0.18,0.08,0.08,0.03,"4/20/2018"
"961",975,"/games/boxart/full_9916491AmericaFrontccc.jpg","Def Jam Icon","X360","Action","Electronic Arts","Unknown",6.3,0.35,0.3,0,0.01,0.03,"3/6/2007"
"964",978,"/games/boxart/6340698ccc.jpg","Dynasty Warriors 5 Empires","PS2","Action","KOEI","Omega Force",6.3,0.34,0.11,0.12,0.09,0.03,"3/28/2006"
"975",989,"/games/boxart/full_7810399AmericaFrontccc.jpg","Tenchu Z","X360","Action","Microsoft","K2 LLC",5.7,0.34,0.27,0.02,0.02,0.03,"6/12/2007"
"978",992,"/games/boxart/full_1881898AmericaFrontccc.jpg","Dynasty Warriors 6 Empires","PS3","Action","KOEI","Omega Force",6.4,0.34,0.14,0.15,0.03,0.02,"6/23/2009"
"982",996,"/games/boxart/full_3738643AmericaFrontccc.jpg","Dynasty Warriors: Gundam 2","PS2","Action","Namco Bandai","Omega Force",4.9,0.34,0.04,0.25,0.03,0.01,"4/21/2009"
"994",1008,"/games/boxart/full_4432655AmericaFrontccc.jpg","Ninja Blade","X360","Action","Microsoft","From Software",6.7,0.33,0.14,0.02,0.14,0.03,"4/7/2009"
"1017",1034,"/games/boxart/315909ccc.jpg","Elebits","Wii","Action","Konami","Konami",7.3,0.32,0.22,0.08,0.01,0.02,"12/12/2006"
"1021",1038,"/games/boxart/full_dead-rising-2-off-the-record_175AmericaFront.jpg","Dead Rising 2: Off the Record","PS3","Action","Capcom","Blue Castle Games",7.1,0.32,0.11,0.1,0.08,0.03,"10/11/2011"
"1068",1085,"/games/boxart/full_tom-clancys-splinter-cell-3d_902AmericaFront.jpg","Tom Clancy's Splinter Cell 3D","3DS","Action","Ubisoft","Gameloft",8,0.3,0.14,0.07,0.07,0.02,"4/10/2011"
"1072",1089,"/games/boxart/full_5784968AmericaFrontccc.jpg","Resident Evil Archives: Resident Evil","Wii","Action","Capcom","Capcom Production Studio 4",7.6,0.3,0.16,0.08,0.04,0.02,"6/23/2009"
"1077",1094,"/games/boxart/7514218ccc.jpg","Dynasty Warriors 6","X360","Action","KOEI","Omega Force",6.2,0.3,0.15,0.06,0.06,0.02,"2/19/2008"
"1086",1103,"/games/boxart/1850642ccc.jpg","N3: Ninety-Nine Nights","X360","Action","Microsoft Game Studios","Q Entertainment / Phantagram",6.3,0.3,0.2,0.05,0.03,0.02,"8/15/2006"
"1090",1107,"/games/boxart/full_4428768AmericaFrontccc.jpg","Naruto to Boruto: Shinobi Striker","PS4","Action","Bandai Namco Games","Soleil Software Studio Inc.",8.5,0.29,0.19,0.02,0.03,0.05,"8/31/2018"
"1094",1111,"/games/boxart/full_4422546AmericaFrontccc.jpg","Dynasty Warriors: Strikeforce","PS3","Action","Tecmo Koei","Omega Force",6.8,0.29,0.11,0.07,0.08,0.03,"2/16/2010"
"1104",1121,"/games/boxart/full_sengoku-basara-samurai-heroes_0AmericaFront.jpg","Sengoku Basara: Samurai Heroes","Wii","Action","Capcom","Capcom",6,0.29,0.06,0.2,0.02,0.01,"10/12/2010"
"1105",1122,"/games/boxart/full_2099292AmericaFrontccc.jpg","Warriors Orochi 2","PSP","Action","KOEI","Omega Force",5.3,0.29,0.06,0.22,0,0.01,"8/25/2009"
"1107",1124,"/games/boxart/full_7077727AmericaFrontccc.jpg","Dead Rising: Chop Till You Drop","Wii","Action","Capcom","Capcom Production Studio 1 / TOSE Software",6.7,0.29,0.15,0.05,0.07,0.02,"2/24/2009"
"1126",1143,"/games/boxart/full_el-shaddai-ascension-of-the-metatron_984AmericaFront.jpg","El Shaddai: Ascension of the Metatron","PS3","Action","Ignition Entertainment","Ignition Entertainment",8,0.28,0.11,0.08,0.07,0.03,"8/16/2011"
"1137",1154,"/games/boxart/full_4614296AmericaFrontccc.jpg","Darksiders","PS3","Action","THQ","Vigil Games",7.8,0.28,0.02,0.02,0.14,0.1,"1/5/2010"
"1156",1173,"/games/boxart/full_shadows-of-the-damned_501AmericaFront.jpg","Shadows of the Damned","PS3","Action","Electronic Arts","Grasshopper Manufacture",7.9,0.27,0.11,0.04,0.09,0.03,"6/21/2011"
"1184",1201,"/games/boxart/full_7439003AmericaFrontccc.jpg","Deadly Premonition","X360","Action","Ignition Entertainment","Access Games",6,0.26,0.18,0,0.06,0.02,"2/23/2010"
"1198",1215,"/games/boxart/full_9475608AmericaFrontccc.jpg","Resident Evil: Deadly Silence","DS","Action","Capcom","Capcom",6.7,0.26,0.11,0.11,0.02,0.01,"2/7/2006"
"1257",1277,"/games/boxart/full_6668296AmericaFrontccc.jpg","Resident Evil Archives: Resident Evil Zero","Wii","Action","Capcom","Capcom Production Studio 4",5.8,0.24,0.13,0.06,0.04,0.01,"12/1/2009"
"1277",1297,"/games/boxart/full_5866861AmericaFrontccc.jpg","Dynasty Warriors 6 Empires","X360","Action","KOEI","Omega Force",6.3,0.24,0.16,0.04,0.02,0.02,"6/23/2009"
"1290",1310,"/games/boxart/full_5868631AmericaFrontccc.jpg","Attack on Titan 2","NS","Action","Koei Tecmo","Omega Force",7,0.23,0.12,0.08,0.02,0.02,"3/20/2018"
"1303",1323,"/games/boxart/full_8806512AmericaFrontccc.jpg","Dynasty Warriors: Strikeforce","X360","Action","Tecmo Koei","Omega Force",7.3,0.23,0.13,0.02,0.06,0.02,"2/16/2010"
"1331",1351,"/games/boxart/full_5050917AmericaFrontccc.jpg","Attack on Titan 2","PS4","Action","Koei Tecmo","Omega Force",7.8,0.22,0.09,0.06,0.04,0.03,"3/20/2018"
"1374",1394,"/games/boxart/full_2814932AmericaFrontccc.jpg","Fate/Extella: The Umbral Star","NS","Action","Xseed Games","Marvelous Entertainment",8,0.21,0.1,0.04,0.06,0.02,"7/25/2017"
"1378",1398,"/games/boxart/full_2084587AmericaFrontccc.jpg","Ninja Gaiden: Dragon Sword","DS","Action","Tecmo","Team Ninja",8,0.21,0.16,0.02,0.01,0.02,"3/25/2008"
"1382",1402,"/games/boxart/full_4685965AmericaFrontccc.jpg","Vampire Rain","X360","Action","AQ Interactive","Artoon",3.9,0.21,0.18,0.01,0,0.02,"7/3/2007"
"1400",1420,"/games/boxart/full_4713636AmericaFrontccc.jpg","Tenchu: Shadow Assassins","Wii","Action","Ubisoft","Acquire",7,0.21,0.15,0.03,0.01,0.01,"2/5/2009"
"1410",1433,"/games/boxart/full_kung-fu-rider_6AmericaFront.jpg","Kung Fu Rider","PS3","Action","Sony Computer Entertainment","SCE Japan Studio",4.3,0.2,0.06,0.01,0.1,0.04,"9/17/2010"
"1413",1436,"/games/boxart/full_7534643AmericaFrontccc.jpg","Dragon Ball: Revenge of King Piccolo","Wii","Action","Namco Bandai","Bandai Namco Games",6.1,0.2,0.12,0.03,0.03,0.02,"10/20/2009"
"1415",1438,"/games/boxart/full_8418475AmericaFrontccc.jpg","Warriors Orochi","PSP","Action","KOEI","Omega Force / Koei Canada",6.4,0.2,0.02,0.18,0,0,"3/25/2008"
"1424",1447,"/games/boxart/full_3687857AmericaFrontccc.jpg","Dante's Inferno","PSP","Action","Electronic Arts","Visceral Games",6.6,0.2,0.12,0.01,0.04,0.02,"3/2/2010"
"1432",1455,"/games/boxart/full_no-more-heroes-heroes-paradise_933AmericaFront.jpg","No More Heroes: Heroes' Paradise","PS3","Action","Konami","FeelPlus",7.4,0.2,0.1,0.04,0.04,0.02,"8/16/2011"
"1441",1464,"/games/boxart/full_pac-man-ampamp-galaga-dimensions_81AmericaFront.jpg","Pac-Man & Galaga Dimensions","3DS","Action","Namco Bandai","Namco Bandai Games",5.7,0.19,0.1,0.04,0.04,0.01,"7/26/2011"
"1451",1474,"/games/boxart/full_4728046AmericaFrontccc.jpg","Dynasty Warriors: Gundam 2","X360","Action","Namco Bandai","Omega Force",5.6,0.19,0.07,0.08,0.03,0.01,"4/21/2009"
"1467",1490,"/games/boxart/246387ccc.jpg","Dynasty Warriors Gundam","X360","Action","Namco Bandai","Omega Force",6,0.19,0.15,0.02,0.01,0.01,"8/28/2007"
"1478",1501,"/games/boxart/full_shadows-of-the-damned_783AmericaFront.jpg","Shadows of the Damned","X360","Action","Electronic Arts","Grasshopper Manufacture",7.6,0.19,0.1,0.01,0.06,0.02,"6/21/2011"
"1487",1510,"/games/boxart/7828907ccc.jpg","Samurai Warriors: State of War","PSP","Action","KOEI","Omega Force",6.5,0.19,0.07,0.11,0,0.01,"3/7/2006"
"1490",1513,"/games/boxart/full_8789376AmericaFrontccc.jpg","The Munchables","Wii","Action","Namco Bandai","Namco Bandai Games",8,0.18,0.17,0,0,0.01,"5/26/2009"
"1504",1527,"/games/boxart/full_585428AmericaFrontccc.jpg","Resident Evil: Revelations","PS4","Action","Capcom","Capcom",7.2,0.18,0.06,0.04,0.06,0.02,"8/29/2017"
"1527",1550,"/games/boxart/full_naruto-shippuden-dragon-blade-chronicles_5AmericaFront.jpg","Naruto Shippuden: Dragon Blade Chronicles","Wii","Action","Atlus","8ing/Raizing",4.3,0.18,0.11,0.05,0.02,0.01,"11/16/2010"
"1532",1555,"/games/boxart/full_dynasty-warriors-gundam-3_904AmericaFront.jpg","Dynasty Warriors: Gundam 3","X360","Action","Tecmo Koei","Omega Force",6.5,0.18,0.11,0.02,0.03,0.01,"6/28/2011"
"1566",1589,"/games/boxart/full_the-cursed-crusade_284AmericaFront.jpg","The Cursed Crusade","PS3","Action","Atlus","Kylotonn Entertainment",4,0.17,0.07,0.01,0.07,0.02,"10/25/2011"
"1599",1622,"/games/boxart/full_clash-of-the-titans-the-videogame_4AmericaFront.jpg","Clash of the Titans: The Videogame","X360","Action","Namco Bandai","Game Republic",3.8,0.16,0.08,0,0.06,0.02,"7/27/2010"
"1605",1631,"/games/boxart/full_el-shaddai-ascension-of-the-metatron_936AmericaFront.jpg","El Shaddai: Ascension of the Metatron","X360","Action","Ignition Entertainment","Ignition Entertainment",8,0.16,0.07,0.03,0.05,0.01,"8/16/2011"
"1632",1658,"/games/boxart/full_dragon-ball-origins-2_4AmericaFront.jpg","Dragon Ball: Origins 2","DS","Action","Namco Bandai","Game Republic",6.9,0.16,0.05,0.08,0.02,0.01,"6/22/2010"
"1646",1672,"/games/boxart/full_fist-of-the-north-star-kens-rage_8AmericaFront.jpg","Fist of the North Star: Ken's Rage","X360","Action","Tecmo Koei","Tecmo Koei Games",5.4,0.16,0.07,0.06,0.02,0.01,"11/2/2010"
"1696",1722,"/games/boxart/full_187919AmericaFrontccc.jpg","Metroid Prime: Federation Force","3DS","Action","Nintendo","Next Level Games",6.3,0.15,0.08,0.03,0.02,0.01,"8/19/2016"
"1733",1759,"/games/boxart/full_4553728AmericaFrontccc.jpg","X-Blades","X360","Action","SouthPeak Interactive","Gaijin Entertainment",6,0.14,0.1,0.02,0.02,0.01,"2/10/2009"
"1735",1761,"/games/boxart/5381037ccc.jpg","Just Cause","X360","Action","Eidos Interactive","Avalanche Studios",7.3,0.14,0.1,0.01,0.03,0.01,"9/27/2006"
"1758",1784,"/games/boxart/full_naruto-shippuden-kizuna-drive_342AmericaFront.jpg","Naruto Shippuden: Kizuna Drive","PSP","Action","Namco Bandai","Bandai Namco Games",7,0.14,0.04,0.05,0.03,0.02,"3/22/2011"
"1759",1785,"/games/boxart/full_9552426AmericaFrontccc.jpg","X-Blades","PS3","Action","SouthPeak Interactive","Gaijin Entertainment",5.9,0.14,0.07,0.02,0.03,0.01,"2/10/2009"
"1849",1878,"/games/boxart/full_4063485AmericaFrontccc.jpg","Undead Knights","PSP","Action","Tecmo","Team Tachyon",6.6,0.12,0.05,0.06,0.01,0.01,"9/29/2009"
"1869",1898,"/games/boxart/full_5690612AmericaFrontccc.jpg","Tenchu: Shadow Assassins","PSP","Action","Ubisoft","From Software",7.5,0.12,0.03,0.05,0.03,0.01,"3/24/2009"
"2067",2099,"/games/boxart/full_1760526AmericaFrontccc.jpg","Mystic Heroes","GC","Action","KOEI","Koei",6.8,0.09,0.03,0.04,0.01,0,"9/30/2002"
"2089",2121,"/games/boxart/full_2160404AmericaFrontccc.jpg","Killer7","PS2","Action","Capcom","Grasshopper Manufacture",6.5,0.09,0.04,0,0.03,0.01,"7/7/2005"
"2326",2361,"/games/boxart/full_8245799AmericaFrontccc.jpg","Vampire Rain: Altered Species","PS3","Action","Ignition Entertainment","Artoon",3.5,0.06,0.05,0,0,0.01,"9/2/2008"
"2346",2381,"/games/boxart/3319478ccc.jpg","Warriors Orochi 2","X360","Action","KOEI","Omega Force",4.6,0.06,0.04,0.01,0,0,"9/23/2008"
"2772",2813,"/games/boxart/full_8777680PALFrontccc.png","Tenkai Knights: Brave Battle","3DS","Action","Namco Bandai Games","Delta Factory",4.5,0.02,0.01,0,0.01,0,"10/7/2014"
"7893",8015,"/games/boxart/3330776ccc.jpg","Tomb Raider II","PS","Adventure","Eidos Interactive","Core Design Ltd.",7.6,5.24,2.3,0.2,2.46,0.28,"10/31/1997"
"7907",8029,"/games/boxart/4532529ccc.jpg","Tomb Raider III: Adventures of Lara Croft","PS","Adventure","Eidos Interactive","Core Design Ltd.",8.2,3.54,1.66,0.12,1.58,0.18,"11/21/1998"
"7911",8033,"/games/boxart/full_la-noire_75AmericaFront.jpg","L.A. Noire","PS3","Adventure","Rockstar Games","Team Bondi",9.1,3.21,1.29,0.12,1.31,0.49,"11/15/2011"
"7922",8044,"/games/boxart/full_la-noire_47AmericaFront.jpg","L.A. Noire","X360","Adventure","Rockstar Games","Team Bondi",9.1,2.73,1.55,0.02,0.92,0.24,"11/15/2011"
"7925",8047,"/games/boxart/full_7346149AmericaFrontccc.jpg","Grand Theft Auto: Episodes from Liberty City","X360","Adventure","Rockstar Games","Rockstar North",9,2.6,1.08,0.03,1.22,0.27,"10/29/2009"
"7936",8058,"/games/boxart/full_9948178AmericaFrontccc.jpg","Grand Theft Auto: Episodes from Liberty City","PS3","Adventure","Rockstar Games","Rockstar North",9,2.09,0.62,0.13,0.99,0.34,"4/13/2010"
"7939",8061,"/games/boxart/full_8236012AmericaFrontccc.jpg","Harry Potter and the Chamber of Secrets","GBA","Adventure","Electronic Arts","Eurocom Entertainment Software",7.2,1.99,1.21,0.05,0.64,0.09,"11/14/2002"
"7942",8064,"/games/boxart/4651741ccc.jpg","The Legend of Zelda: Oracle of Ages","GBC","Adventure","Nintendo","Flagship",9.4,1.92,0.92,0.41,0.53,0.06,"5/13/2001"
"7944",8066,"/games/boxart/full_2363163AmericaFrontccc.jpg","The Legend of Zelda: Oracle of Seasons","GBC","Adventure","Nintendo","Flagship",9.3,1.86,0.87,0.41,0.52,0.06,"5/13/2001"
"7954",8076,"/games/boxart/1456138ccc.jpg","Silent Hill","PS","Adventure","Konami","KCET",8.9,1.6,0.71,0.3,0.48,0.1,"1/31/1999"
"7968",8090,"/games/boxart/full_ico-and-shadow-of-the-colossus-collection_717AmericaFront.jpg","The ICO & Shadow of the Colossus Collection","PS3","Adventure","Sony Computer Entertainment","Bluepoint Games",9,1.34,0.67,0.13,0.36,0.18,"9/27/2011"
"7970",8092,"/games/boxart/full_7823563AmericaFrontccc.jpg","Grand Theft Auto: Chinatown Wars","DS","Adventure","Rockstar Games","Rockstar Leeds/North",9.5,1.33,0.58,0.05,0.56,0.14,"3/17/2009"
"7976",8098,"/games/boxart/full_1603834AmericaFrontccc.jpg","Tomb Raider: Underworld","PS3","Adventure","Eidos Interactive","Crystal Dynamics",7.8,1.26,0.45,0.05,0.55,0.21,"11/18/2008"
"7987",8109,"/games/boxart/176609ccc.jpg","Shadow of the Colossus","PS2","Adventure","Sony Computer Entertainment","Team ICO",9.1,1.14,0.78,0.2,0.03,0.13,"10/18/2005"
"7991",8113,"/games/boxart/full_7855038AmericaFrontccc.jpg","Grand Theft Auto: Chinatown Wars","PSP","Adventure","Rockstar Games","Rockstar Leeds",9.2,1.08,0.28,0.03,0.5,0.27,"10/20/2009"
"7992",8114,"/games/boxart/full_5430709AmericaFrontccc.jpg","Prince of Persia","PS3","Adventure","Ubisoft","Ubisoft Montreal",8.3,1.07,0.47,0.03,0.41,0.17,"12/2/2008"
"7994",8116,"/games/boxart/full_6616344AmericaFrontccc.jpg","Tomb Raider: Underworld","X360","Adventure","Eidos Interactive","Crystal Dynamics",7.5,1.07,0.53,0.01,0.42,0.11,"11/18/2008"
"7995",8117,"/games/boxart/full_9868494AmericaFrontccc.jpg","Endless Ocean","Wii","Adventure","Nintendo","Arika",6.8,1.06,0.43,0.09,0.46,0.09,"1/21/2008"
"7997",8119,"/games/boxart/full_9980569AmericaFrontccc.jpg","MySims Agents","Wii","Adventure","Electronic Arts","EA Redwood Shores",7.5,1.05,0.63,0,0.32,0.1,"9/29/2009"
"8004",8126,"/games/boxart/full_1352912AmericaFrontccc.jpg","Prince of Persia","X360","Adventure","Ubisoft","Ubisoft Montreal",8.2,1.01,0.54,0.02,0.34,0.1,"12/2/2008"
"8008",8130,"/games/boxart/full_5189307AmericaFrontccc.jpg","Apollo Justice: Ace Attorney","DS","Adventure","Capcom","Capcom",8,0.99,0.28,0.64,0.05,0.03,"2/19/2008"
"8015",8137,"/games/boxart/full_8312729AmericaFrontccc.jpg","Phoenix Wright: Ace Attorney","DS","Adventure","Capcom","Capcom",8.1,0.93,0.44,0.39,0.05,0.05,"10/12/2005"
"8031",8153,"/games/boxart/full_7357354AmericaFrontccc.jpg","Professor Layton vs Ace Attorney","3DS","Adventure","Nintendo","Level 5",8.1,0.82,0.2,0.3,0.27,0.04,"8/29/2014"
"8036",8158,"/games/boxart/full_8398667AmericaFrontccc.jpg","The Godfather II","X360","Adventure","Electronic Arts","EA Redwood Shores",6.2,0.79,0.47,0.01,0.23,0.08,"4/7/2009"
"8043",8165,"/games/boxart/full_5218107AmericaFrontccc.jpg","The Godfather II","PS3","Adventure","Electronic Arts","EA Redwood Shores",6.4,0.74,0.41,0.01,0.21,0.1,"4/7/2009"
"8049",8171,"/games/boxart/full_6588337AmericaFrontccc.jpg","Ace Attorney Investigations: Miles Edgeworth","DS","Adventure","Capcom","Capcom",7.7,0.7,0.23,0.3,0.14,0.04,"2/16/2010"
"8052",8174,"/games/boxart/6182618ccc.jpg","Classic NES Series: Zelda II: The Adventure of Link","GBA","Adventure","Nintendo","Nintendo EAD",6.6,0.7,0.37,0.17,0.14,0.01,"10/25/2004"
"8066",8188,"/games/boxart/8211837ccc.jpg","Okami","PS2","Adventure","Capcom","Clover Studio",9.4,0.63,0.11,0.15,0.03,0.34,"9/19/2006"
"8069",8191,"/games/boxart/full_1388131AmericaFrontccc.jpg","Phoenix Wright: Ace Attorney - Trials and Tribulations","DS","Adventure","Capcom","Capcom",7.9,0.62,0.3,0.25,0.03,0.03,"10/23/2007"
"8074",8196,"/games/boxart/full_1132316AmericaFrontccc.jpg","Okami","Wii","Adventure","Capcom","Ready at Dawn Studios",9,0.6,0.43,0.04,0.09,0.05,"4/15/2008"
"8083",8205,"/games/boxart/full_9091910AmericaFrontccc.jpg","Silent Hill: Shattered Memories","PS2","Adventure","Konami","Climax Group",8,0.59,0.13,0.01,0.22,0.23,"1/19/2010"
"8085",8210,"/games/boxart/full_alice-madness-returns_955AmericaFront.jpg","Alice: Madness Returns","PS3","Adventure","Electronic Arts","Spicy Horse",6.7,0.59,0.22,0.04,0.24,0.08,"6/14/2011"
"8099",8224,"/games/boxart/9124389ccc.gif","Hotel Dusk: Room 215","DS","Adventure","Nintendo","Cing",8,0.54,0.26,0.22,0.04,0.03,"1/22/2007"
"8103",8228,"/games/boxart/4124676ccc.jpg","Clock Tower","PS","Adventure","ASCII Entertainment","Human Entertainment",6.1,0.53,0.07,0.38,0.05,0.03,"9/30/1997"
"8105",8230,"/games/boxart/2037033ccc.jpg","Phoenix Wright: Ace Attorney - Justice for All","DS","Adventure","Capcom","Capcom",7.6,0.53,0.21,0.26,0.04,0.03,"1/16/2007"
"8124",8249,"/games/boxart/full_alice-madness-returns_827AmericaFront.jpg","Alice: Madness Returns","X360","Adventure","Electronic Arts","Spicy Horse",6.9,0.5,0.27,0.04,0.15,0.04,"6/14/2011"
"8126",8251,"/games/boxart/full_7279035AmericaFrontccc.jpg","Alone in the Dark","X360","Adventure","Atari","Eden Studios",6.3,0.49,0.14,0,0.3,0.05,"6/23/2008"
"8134",8259,"/games/boxart/full_5589614AmericaFrontccc.jpg","Luigi's Mansion","3DS","Adventure","Nintendo","GREZZO",7.3,0.47,0.19,0.09,0.16,0.03,"10/12/2018"
"8138",8263,"/games/boxart/full_9897576AmericaFrontccc.jpg","Silent Hill: Shattered Memories","Wii","Adventure","Konami","Climax Group",7.3,0.47,0.22,0.01,0.19,0.05,"12/8/2009"
"8140",8265,"/games/boxart/full_1546473AmericaFrontccc.jpg","Detective Pikachu","3DS","Adventure","Nintendo","Creatures Inc.",7.1,0.47,0.15,0.12,0.17,0.03,"3/23/2018"
"8163",8288,"/games/boxart/full_okamiden_117AmericaFront.jpg","OkamiDen","DS","Adventure","Capcom","Capcom",8.3,0.43,0.21,0.13,0.07,0.02,"3/15/2011"
"8168",8293,"/games/boxart/full_6900807AmericaFrontccc.jpg","Zack & Wiki: Quest for Barbaros' Treasure","Wii","Adventure","Capcom","Capcom",8.7,0.42,0.18,0.03,0.16,0.04,"10/23/2007"
"8180",8305,"/games/boxart/357309ccc.jpg","Overlord","X360","Adventure","Codemasters","Triumph Studios",7.7,0.4,0.34,0.01,0.03,0.03,"6/26/2007"
"8184",8309,"/games/boxart/full_5361641AmericaFrontccc.jpg","Final Fantasy Crystal Chronicles: The Crystal Bearers","Wii","Adventure","Square Enix","Square Enix",6.7,0.39,0.21,0.08,0.08,0.03,"12/26/2009"
"8185",8310,"/games/boxart/1313556ccc.jpg","Chibi-Robo! Plug into Adventure!","GC","Adventure","Nintendo","skip Ltd.",7.4,0.39,0.23,0.09,0.06,0.01,"2/6/2006"
"8187",8312,"/games/boxart/full_ghost-trick-phantom-detective_1AmericaFront.jpg","Ghost Trick: Phantom Detective","DS","Adventure","Capcom","Capcom",8.2,0.38,0.17,0.12,0.08,0.02,"1/11/2011"
"8191",8316,"/games/boxart/114245ccc.jpg","Pokémon Channel","GC","Adventure","Nintendo","Ambrella",5.2,0.38,0.24,0.07,0.06,0.01,"12/1/2003"
"8220",8345,"/games/boxart/full_8464146AmericaFrontccc.jpg","Kameo: Elements of Power","X360","Adventure","Microsoft Game Studios","Rare Ltd.",7.7,0.34,0.28,0,0.03,0.03,"11/7/2005"
"8227",8352,"/games/boxart/full_8926243AmericaFrontccc.jpg","Clock Tower 3","PS2","Adventure","Capcom","SunSoft",7,0.33,0.1,0.12,0.08,0.03,"3/18/2003"
"8242",8367,"/games/boxart/full_3323409AmericaFrontccc.jpg","Silent Hill: Shattered Memories","PSP","Adventure","Konami","Climax Group",7.8,0.31,0.09,0.01,0.13,0.07,"1/19/2010"
