,Name,Platform,Max_Players,Genre,Publisher,Review_Score,Used_Price,Age_Rating,Length_Average,Length_Leisure,Length_Median,Length_Polled,Length_Rushed,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,User_Count,Sequel,Online,Licensed,Handheld,Multiplatform,Third_Person
141,Dead Head Fred,PSP,1,Action,D3Publisher,75,12.95,M,9.9,10.85,9.9,2,8.95,2007,0.04,0,0,0,0.04,7.3,23,0,0,0,1,0,1
142,Dead or Alive 4,X360,4,Fighting,Tecmo Koei,85,17.95,M,27.38333333,158.3333333,6,25,8.5,2005,0.3,0.03,0.1,0.03,0.47,8.2,223,1,1,0,0,0,1
143,Dead Rising,X360,1,Action,Capcom,85,16.95,M,19.23333333,58.55,15,93,10.05,2006,1.16,0.64,0.08,0.2,2.08,7.6,520,0,0,0,0,0,1
144,Dead Space,PS3,1,Action,Electronic Arts,88,17.95,M,12.73333333,33.18333333,12,1000,8.683333333,2008,1.05,0.66,0,0.29,2,8.8,545,0,0,0,0,1,1
145,Dead to Rights: Reckoning,PSP,1,Shooter,Electronic Arts,54,14.95,M,3.1,4,2.916666667,3,2.2,2005,0.12,0,0,0.01,0.13,7.2,22,1,1,0,1,0,1
146,Deal or No Deal,DS,1,Misc,Mindscape,20,11.95,E,0.983333333,2.483333333,0.116666667,5,0.316666667,2007,1.15,0.4,0,0.15,1.7,1.9,41,0,0,1,1,0,0
147,Death Jr. II: Root of Evil,PSP,2,Platform,Konami Digital Entertainment,68,14.95,T,9.7,11.53333333,9.7,2,7.85,2006,0.05,0,0,0,0.05,7.3,9,1,1,0,1,1,1
148,Death Jr.,PSP,1,Platform,Konami Digital Entertainment,61,9.95,T,3.533333333,3.533333333,3.533333333,1,3.533333333,2005,0.17,0,0,0.01,0.19,7.3,21,0,0,0,1,0,1
149,Deep Labyrinth,DS,1,Action,505 Games,57,10.95,E10+,13.56666667,13.56666667,13.56666667,1,13.56666667,2006,0.06,0,0,0,0.07,8.8,4,0,0,0,1,0,0
150,Dementium: The Ward,DS,1,Shooter,SouthPeak Games,72,17.95,M,4.016666667,5.25,4,9,3.2,2007,0.15,0.01,0,0.01,0.17,7.9,37,0,0,0,1,0,0
151,Destroy All Humans! Big Willy Unleashed,Wii,2,Action,THQ,53,17.95,T,4.5,4.5,4.5,1,4.5,2008,0.12,0,0,0.01,0.13,5.9,11,1,0,0,0,0,1
152,Devil May Cry 4,PS3,1,Action,Capcom,84,19.95,M,13.35,56.33333333,12,209,9.333333333,2008,0.58,0.45,0.34,0.2,1.57,8.2,311,1,1,0,0,1,1
153,Devil May Cry 4,X360,1,Action,Capcom,84,17.95,M,13.35,56.33333333,12,209,9.333333333,2008,0.79,0.34,0.08,0.13,1.34,8,248,1,0,0,0,1,1
154,Diddy Kong Racing DS,DS,1,Racing,Nintendo,63,24.95,E,14.65,19.9,12.5,6,9.366666667,2007,1.09,0.03,0,0.09,1.22,7.5,27,0,1,0,1,0,1
155,Digimon World DS,DS,1,Role-Playing,Namco Bandai Games,49,27.95,E10+,30.65,36.8,32.11666667,8,22.1,2006,0.09,0,0,0.01,0.1,7.6,27,0,0,1,1,0,0
156,DiRT,PS3,1,Racing,Codemasters,83,17.95,E,16.03333333,35.25,13,34,10.75,2007,0.16,0.66,0,0.23,1.05,8,32,0,1,1,0,1,1
157,DiRT,X360,1,Racing,Codemasters,83,17.95,E,16.03333333,35.25,13,34,10.75,2007,0.38,0.4,0,0.09,0.87,7.4,94,0,1,1,0,1,1
158,Disgaea DS,DS,1,Role-Playing,Square Enix,82,24.95,T,82.76666667,113.8166667,70.53333333,14,55.7,2008,0.11,0.01,0.05,0.01,0.18,7.5,35,0,0,0,1,0,0
159,Disgaea: Afternoon of Darkness,PSP,1,Role-Playing,Tecmo Koei,87,17.95,T,87.5,453.7666667,59.6,44,37.73333333,2007,0.15,0.01,0.04,0.02,0.23,8.2,69,0,1,0,1,0,0
160,Dissidia: Final Fantasy,PSP,1,Fighting,Square Enix,79,17.95,T,63.31666667,178.3166667,50,67,36.65,2008,0.51,0.5,0.91,0.31,2.23,8,139,0,1,0,1,0,1
161,Dokapon Kingdom,Wii,1,Role-Playing,Sting,72,17.95,E10+,24.53333333,24.88333333,25,3,24.2,2008,0.12,0,0,0.01,0.13,8.3,17,0,0,0,0,1,1
162,Don King Presents: Prizefighter,X360,2,Sports,Take-Two Interactive,56,14.95,T,12.85,12.85,12.85,1,12.85,2008,0.14,0.08,0,0.02,0.25,6.4,29,0,1,1,0,0,1
163,Draglade,DS,1,Fighting,505 Games,71,16.95,E10+,4.916666667,6.016666667,4.066666667,4,4.233333333,2007,0.09,0,0,0.01,0.1,7.5,4,0,0,0,1,0,0
164,Dragon Ball Z: Budokai Tenkaichi 2,Wii,2,Fighting,Atari,72,14.95,T,17.63333333,30.55,14.6,16,12.56666667,2006,0.24,0.03,0,0.02,0.28,8.5,40,1,0,1,0,1,1
165,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2,Fighting,Atari,72,17.95,T,21.76666667,74.18333333,15,33,12.18333333,2007,0.32,0.36,0.26,0.09,1.02,8.4,61,1,1,0,0,1,1
166,Dragon Ball Z: Burst Limit,PS3,2,Fighting,Atari,71,19.95,T,8.05,16,6,19,5,2008,0.22,0.33,0.18,0.12,0.85,7.2,51,1,1,1,0,1,1
167,Dragon Ball Z: Burst Limit,X360,2,Fighting,Atari,72,17.95,T,8.05,16,6,19,5,2008,0.24,0.18,0.03,0.05,0.49,7.6,41,1,1,1,0,1,1
168,Dragon Ball Z: Shin Budokai - Another Road,PSP,1,Fighting,Atari,65,16.95,T,8.616666667,9.233333333,8.35,6,8.233333333,2007,0.19,0.09,0.08,0.07,0.43,8,29,1,1,1,1,0,1
169,Dragon Ball Z: Supersonic Warriors 2,DS,1,Fighting,Atari,66,22.95,E10+,15.08333333,19.93333333,14.7,10,11.26666667,2005,0.13,0.02,0.32,0.02,0.49,7.6,28,1,0,1,1,0,1
170,Dragon Ball: Origins,DS,1,Action,Atari,78,15.95,T,11.5,13.05,10.78333333,5,9.816666667,2008,0.08,0.02,0,0.01,0.12,7.5,15,1,0,1,1,0,1
171,Dragon Quest Heroes: Rocket Slime,DS,1,Action,Square Enix,83,12.95,E,15.1,23.61666667,13.36666667,39,11.61666667,2005,0.13,0,0.31,0.01,0.44,7.6,45,1,0,0,1,0,1
172,Dragon Quest IV: Chapters of the Chosen,DS,1,Role-Playing,Square Enix,80,24.95,E10+,31.56666667,53.76666667,30,140,23.06666667,2007,0.3,0.02,1.27,0.03,1.62,7.9,50,1,0,0,1,0,1
173,Dragon Quest Monsters: Joker,DS,1,Role-Playing,Square Enix,75,14.95,E10+,37.96666667,62.03333333,37.65,14,25.03333333,2006,0.23,0.02,1.49,0.02,1.76,7.4,27,1,1,0,1,0,1
174,Dragon Quest V: Hand of the Heavenly Bride,DS,1,Role-Playing,Square Enix,84,29.95,E10+,34.83333333,59.2,34,121,25.31666667,2008,0.17,0.02,1.36,0.02,1.57,8.5,57,1,0,0,1,0,1
175,Dragoneer's Aria,PSP,1,Role-Playing,Tecmo Koei,56,24.95,E10+,37.63333333,39.58333333,37.63333333,2,35.7,2007,0.02,0,0.05,0,0.07,6,7,0,1,0,1,0,1
176,Drawn to Life,DS,1,Action,THQ,73,17.95,E,13.71666667,14.11666667,14,3,13.31666667,2007,0.71,0.01,0,0.06,0.78,8.2,30,0,0,0,1,0,1
177,Driver: Parallel Lines,Wii,1,Racing,Ubisoft,59,24.95,M,11.36666667,13.71666667,11.5,14,9.716666667,2007,0.01,0.01,0,0,0.03,6,20,1,0,0,0,1,1
178,Dungeon Explorer: Warriors of Ancient Arts,DS,1,Role-Playing,Rising Star Games,60,17.95,E10+,12.58333333,22.85,7.833333333,5,7.1,2008,0.05,0,0,0,0.06,7.8,5,0,0,0,1,0,0
179,Dungeon Siege: Throne of Agony,PSP,1,Role-Playing,Take-Two Interactive,74,24.95,T,17.6,18.6,16.83333333,5,16.83333333,2006,0.13,0.02,0,0.02,0.16,8.1,21,1,0,0,1,0,0
180,Dynasty Warriors 6,PS3,2,Action,Tecmo Koei,59,24.95,T,29.35,44.08333333,17,11,18.08333333,2008,0.18,0.07,0.41,0.04,0.71,7.3,49,1,0,0,0,1,1
181,Dynasty Warriors 6,X360,2,Action,Tecmo Koei,60,24.95,T,29.35,44.08333333,17,11,18.08333333,2008,0.15,0.06,0.06,0.02,0.3,7.4,22,1,0,0,0,1,1
182,Dynasty Warriors,PSP,1,Action,Tecmo Koei,62,14.95,T,8.883333333,18.05,2.083333333,4,3.116666667,2004,0.18,0,0.3,0.02,0.51,7.3,24,1,0,0,1,0,1
183,Earth Defense Force 2017,X360,2,Action,D3Publisher,69,17.95,T,22.46666667,45.86666667,11,23,12.05,2006,0.04,0,0.03,0,0.08,7.7,60,0,0,0,0,0,1
184,Elebits,Wii,4,Action,Konami Digital Entertainment,75,14.95,E,8.016666667,9.25,9,5,6.3,2006,0.22,0.01,0.08,0.02,0.32,7.4,33,0,0,0,0,0,0
185,Electroplankton,DS,1,Misc,Nintendo,71,29.95,E,0.433333333,0.55,0.5,6,0.266666667,2005,0.01,0,0.02,0,0.03,7,37,0,0,0,1,0,0
186,Elite Beat Agents,DS,1,Misc,Nintendo,87,9.95,E10+,10.26666667,26.18333333,4.5,51,4.183333333,2006,0.3,0.03,0,0.03,0.36,8.6,105,0,0,0,1,0,1
187,Enchanted Arms,PS3,1,Role-Playing,Ubisoft,64,17.95,T,43.28333333,70.81666667,40,51,29.81666667,2007,0.17,0.01,0,0.02,0.2,5.9,40,0,0,0,0,1,1
188,Enchanted Arms,X360,1,Role-Playing,Ubisoft,69,17.95,T,43.28333333,70.81666667,40,51,29.81666667,2006,0.16,0.02,0,0.02,0.19,6.9,60,0,1,0,0,1,1
189,Endless Ocean,Wii,1,Adventure,Nintendo,72,24.95,E,10.96666667,11.73333333,10.96666667,2,10.2,2007,0.43,0.46,0.09,0.09,1.06,8.1,61,0,1,0,0,0,1
190,Enemy Territory: Quake Wars,PS3,1,Shooter,Activision,60,16.95,T,9.916666667,16.95,7.916666667,8,6.95,2008,0.23,0.07,0,0.04,0.35,6.4,14,0,1,0,0,1,1
191,Enemy Territory: Quake Wars,X360,1,Shooter,Activision,69,14.95,T,9.916666667,16.95,7.916666667,8,6.95,2008,0.3,0.11,0,0.04,0.45,7.3,26,0,1,0,0,1,1
192,Eragon,DS,1,Action,Vivendi Games,63,16.95,T,8.833333333,12.7,8,11,5.583333333,2006,0.13,0.02,0,0.01,0.16,7.6,13,0,0,1,1,1,1
193,Eragon,PSP,4,Action,Vivendi Games,59,14.95,T,8.833333333,12.7,8,11,5.583333333,2006,0.1,0,0,0.01,0.11,6.8,10,0,1,1,1,1,1
194,Eragon,X360,2,Action,Vivendi Games,48,12.95,T,8.833333333,12.7,8,11,5.583333333,2006,0.12,0.01,0,0.01,0.14,5.7,24,0,0,1,0,1,1
195,Escape from Bug Island,Wii,1,Action,Eidos Interactive,37,14.95,M,7.583333333,9.55,6.616666667,6,5.916666667,2007,0.04,0.01,0.01,0,0.06,5,25,0,0,0,0,0,1
196,Eternal Sonata,PS3,2,Role-Playing,Atari,80,24.95,T,38.15,117.95,33.7,132,23.95,2008,0.19,0.12,0.07,0.05,0.44,7.8,117,0,0,0,0,1,1
197,Eternal Sonata,X360,1,Role-Playing,Atari,79,27.95,T,38.15,117.95,33.7,132,23.95,2007,0.19,0.04,0.08,0.02,0.32,7.9,97,0,0,0,0,1,1
198,Etrian Odyssey II: Heroes of Lagaard,DS,1,Role-Playing,Atlus,82,24.95,E10+,55.48333333,63.31666667,53.8,10,48.01666667,2008,0.09,0,0.16,0.01,0.26,8.9,24,1,0,0,1,0,0
199,Etrian Odyssey,DS,1,Role-Playing,Nintendo,75,24.95,T,60.81666667,98.33333333,54.05,24,40.71666667,2007,0.19,0.02,0.09,0.02,0.33,8.5,37,0,0,0,1,0,0
200,Every Extend Extra,PSP,1,Shooter,Disney Interactive Studios,74,11.95,E,12,12,12,1,12,2006,0.1,0,0,0.01,0.12,7.3,9,0,1,0,1,0,0
201,Excite Truck,Wii,2,Racing,Nintendo,72,19.95,E,15.85,19.95,14,7,10.95,2006,0.39,0.03,0.08,0.04,0.53,8.4,83,1,0,0,0,0,1
202,Exit,PSP,1,Puzzle,Ubisoft,77,9.95,E,6,6,6,2,6,2005,0.07,0,0,0.01,0.08,7.7,13,0,0,0,1,1,1
203,F.E.A.R. Files,X360,1,Shooter,Vivendi Games,66,17.95,M,11.58333333,15.38333333,10,9,9.883333333,2007,0.07,0.01,0,0.01,0.09,7.1,16,1,1,0,0,0,0
204,Fable II,X360,1,Role-Playing,Microsoft Game Studios,89,17.95,M,25.15,128.7833333,20,207,14.23333333,2008,2.51,1.24,0.11,0.41,4.27,6.5,2423,1,1,0,0,0,1
205,Fallout 3,PS3,1,Role-Playing,Bethesda Softworks,90,17.95,M,60.06666667,476.2666667,45,790,28.76666667,2008,2.15,1.13,0.07,0.59,3.94,8,910,1,0,0,0,1,1
206,Fallout 3,X360,1,Role-Playing,Bethesda Softworks,93,17.95,M,60.06666667,476.2666667,45,790,28.76666667,2008,3.4,0.99,0.09,0.45,4.93,8.5,1655,1,0,0,0,1,1
207,Fantastic Four: Rise of the Silver Surfer,DS,1,Action,Take-Two Interactive,35,14.95,E10+,7.6,9.5,6.416666667,7,5.683333333,2007,0.04,0,0,0,0.04,4.8,13,1,0,1,1,1,1
208,Fantastic Four: Rise of the Silver Surfer,PS3,4,Action,Take-Two Interactive,47,14.95,T,7.6,9.5,6.416666667,7,5.683333333,2007,0.12,0.02,0,0.02,0.15,6.2,10,1,0,1,0,1,1
209,Fantastic Four: Rise of the Silver Surfer,Wii,4,Action,Take-Two Interactive,39,12.95,T,7.6,9.5,6.416666667,7,5.683333333,2007,0.04,0.01,0,0,0.05,5.9,15,1,0,1,0,1,1
210,Fantastic Four: Rise of the Silver Surfer,X360,4,Action,Take-Two Interactive,45,14.95,T,7.6,9.5,6.416666667,7,5.683333333,2007,0.1,0.01,0,0.01,0.11,5.4,16,1,0,1,0,1,1
211,Far Cry 2,PS3,1,Action,Ubisoft,85,19.95,M,26,78.25,23,235,15.25,2008,0.43,0.69,0.01,0.26,1.38,6.4,241,1,1,0,0,1,0
212,Far Cry 2,X360,1,Action,Ubisoft,85,19.95,M,26,78.25,23,235,15.25,2008,0.71,0.69,0.02,0.18,1.59,6.7,288,1,1,0,0,1,0
213,Feel the Magic XY/XX,DS,1,Puzzle,Sega,75,8.95,T,2.9,3.8,3,9,2.316666667,2004,0.17,0,0.1,0.02,0.29,8.1,18,0,0,0,1,0,1
214,Ferrari Challenge Trofeo Pirelli,PS3,1,Racing,System 3 Arcade Software,71,17.95,E,32,40,32,2,24,2008,0,0.03,0,0.01,0.04,6.2,26,0,1,1,0,0,1
215,Field Commander,PSP,2,Strategy,Sony Online Entertainment,77,14.95,T,13.88333333,14.43333333,13.88333333,2,13.31666667,2006,0.14,0,0,0.01,0.16,7.8,31,0,1,0,1,0,1
216,FIFA Street 2,PSP,1,Sports,Electronic Arts,58,17.95,E,25.71666667,33.91666667,20,6,20.91666667,2006,0.07,0.05,0,0.02,0.13,6.9,17,1,1,1,1,1,1
217,FIFA Street 3,PS3,1,Sports,Electronic Arts,63,17.95,E,5.75,6.8,5.5,4,4.8,2008,0.08,0.18,0,0.06,0.32,6.9,19,1,0,1,0,1,1
218,FIFA Street 3,X360,4,Sports,Electronic Arts,63,14.95,E,5.75,6.8,5.5,4,4.8,2008,0.14,0.14,0,0.03,0.32,6.9,18,1,1,1,0,1,1
219,Fight Night Round 3,PS3,2,Fighting,Electronic Arts,83,13.95,T,11.18333333,13.03333333,11,21,7.8,2006,0.81,0.58,0.01,0.26,1.67,7.9,24,1,1,0,0,1,1
220,Fight Night Round 3,PSP,2,Fighting,Electronic Arts,74,16.95,T,11.18333333,13.03333333,11,21,7.8,2006,0.46,0.01,0,0.04,0.52,8.1,22,1,0,0,1,1,1
221,Fight Night Round 3,X360,2,Fighting,Electronic Arts,86,14.95,T,11.18333333,13.03333333,11,21,7.8,2006,1.33,0.03,0.01,0.1,1.47,8.8,264,1,1,0,0,1,1
222,Final Fantasy Fables: Chocobo's Dungeon,Wii,1,Role-Playing,Square Enix,76,17.95,E10+,28.16666667,39.45,25,9,23.78333333,2008,0.09,0,0.11,0.01,0.21,8,20,1,1,0,0,0,1
223,Final Fantasy Fables: Chocobo Tales,DS,1,Adventure,Ubisoft,75,17.95,E,17.2,27.56666667,12.25,17,11.06666667,2007,0.1,0.01,0.12,0.01,0.24,7.4,28,1,1,0,1,0,1
224,Final Fantasy III,DS,1,Role-Playing,Square Enix,77,17.95,E10+,51.06666667,98.15,44,849,30.96666667,2006,0.89,0.04,1.07,0.09,2.08,7.1,136,1,1,0,1,0,1
225,Final Fantasy IV,DS,1,Simulation,Square Enix,85,17.95,E10+,38.33333333,61.35,35.38333333,152,24.83333333,2007,0.51,0.04,0.62,0.05,1.21,7.7,164,1,0,0,1,0,1
226,Final Fantasy Tactics A2: Grimoire of the Rift,DS,1,Role-Playing,Square Enix,80,17.95,E10+,79.46666667,129.95,75,67,48.2,2007,0.38,0.03,0.3,0.04,0.75,6.9,106,1,0,0,1,0,0
227,Final Fantasy XII: Revenant Wings,DS,1,Role-Playing,Square Enix,81,19.95,E10+,38.55,67.38333333,30.98333333,41,27.38333333,2007,0.33,0.41,0.54,0.1,1.37,6.1,60,1,0,0,1,0,1
228,Fire Emblem: Radiant Dawn,Wii,1,Strategy,Nintendo,78,34.95,E10+,50.18333333,99.5,47.83333333,70,30.83333333,2007,0.27,0.03,0.17,0.03,0.49,8.7,180,1,0,0,0,0,1
229,Fire Emblem: Shadow Dragon,DS,1,Role-Playing,Nintendo,81,19.95,E10+,23.31666667,36.86666667,21.85,71,16.86666667,2008,0.29,0.02,0.27,0.03,0.61,7,106,1,0,0,1,0,0
230,Flash Focus: Vision Training in Minutes a Day,DS,1,Misc,Nintendo,59,17.95,E,6,6,6,1,6,2007,0.86,1.56,1.05,0.35,3.83,4,4,1,0,0,1,0,0
231,FlatOut: Head On,PSP,1,Racing,Empire Interactive,74,9.95,T,21.8,32,23,21,16.45,2008,0.13,0.1,0,0.06,0.29,8.2,21,1,0,0,1,0,1
232,FlatOut: Ultimate Carnage,X360,1,Racing,Empire Interactive,80,16.95,T,21.8,32,23,21,16.45,2007,0.07,0.02,0,0.01,0.11,8.8,66,1,1,0,0,0,1
233,Folklore,PS3,1,Role-Playing,Sony Computer Entertainment,75,24.95,T,20.78333333,39.35,16.65,49,14.61666667,2007,0.2,0.04,0.05,0.03,0.32,8.2,145,0,0,0,0,0,1
234,Ford Racing 3,DS,1,Racing,Zoo Digital Publishing,49,14.95,E,7.1,8.3,8.016666667,6,5.433333333,2005,0.09,0,0,0.01,0.1,5.8,0,1,0,1,1,1,1
235,Forza Motorsport 2,X360,2,Racing,Microsoft Game Studios,90,12.95,E,59.55,73.93333333,58.21666667,15,49.43333333,2007,2.35,1.27,0.03,0.41,4.05,8.3,381,1,1,1,0,0,1
236,Fracture,PS3,1,Shooter,LucasArts,62,14.95,T,7.9,12.71666667,7,19,6.133333333,2008,0.11,0.04,0,0.02,0.16,5.8,18,0,1,0,0,1,1
237,Fracture,X360,1,Shooter,LucasArts,63,14.95,T,7.9,12.71666667,7,19,6.133333333,2008,0.15,0.14,0,0.04,0.33,6.2,45,0,1,0,0,1,1
238,Front Mission,DS,1,Strategy,Square Enix,72,17.95,E10+,20.86666667,24.18333333,20.3,5,17.4,2007,0.01,0,0.03,0,0.04,8.9,9,0,0,0,1,0,0
239,Frontlines: Fuel of War,X360,1,Shooter,THQ,75,14.95,T,5.85,9.333333333,5.5,48,4.333333333,2008,0.34,0.15,0.01,0.05,0.56,7.8,77,0,1,0,0,0,1
240,Full Auto 2: Battlelines,PS3,2,Racing,Sega,67,14.95,T,10.03333333,11.15,9.583333333,4,9.15,2006,0.14,0.02,0,0.02,0.18,7.6,25,1,1,0,0,1,1
241,Full Auto,X360,2,Shooter,Sega,70,16.95,T,5,5,5,1,5,2006,0.19,0.01,0,0.02,0.22,7.8,36,0,1,0,0,0,1
242,Fullmetal Alchemist: Dual Sympathy,DS,1,Role-Playing,Empire Interactive,58,14.95,T,14,14.5,14,2,13.5,2005,0.05,0,0.04,0,0.09,7.3,12,1,0,0,1,0,1
243,Fuzion Frenzy 2,X360,4,Misc,Microsoft Game Studios,49,14.95,E10+,4.366666667,6.516666667,3.75,4,2.516666667,2006,0.14,0.01,0,0.01,0.17,5.2,31,1,1,0,0,0,0
244,Game Party,Wii,4,Misc,Midway Games,25,14.95,E,2,2,2,1,2,2007,1.47,0.77,0,0.24,2.48,4.3,26,0,0,0,0,0,1
245,Gears of War 2,X360,2,Shooter,Microsoft Game Studios,93,24.95,M,12.56666667,107.1333333,10,256,8.666666667,2008,4.15,1.9,0.06,0.64,6.75,7.7,2739,1,1,0,0,0,1
246,Gears of War,X360,2,Shooter,Microsoft Game Studios,94,19.95,M,10.83333333,105.0666667,9.433333333,310,7.066666667,2006,3.54,1.88,0.07,0.6,6.09,8.3,2295,0,1,0,0,0,1
247,Genji: Days of the Blade,PS3,1,Action,Sony Computer Entertainment,55,14.95,T,13.33333333,18.06666667,12,10,10.83333333,2006,0.18,0.37,0.06,0.14,0.75,5.8,30,1,0,0,0,0,1
248,Geometry Wars: Galaxies,DS,1,Shooter,Vivendi Games,79,14.95,E,18.5,22.75,18.5,2,14.25,2007,0.13,0,0,0.01,0.14,7.9,26,0,0,0,1,1,0
249,Geometry Wars: Galaxies,Wii,2,Shooter,Vivendi Games,80,16.95,E,18.5,22.75,18.5,2,14.25,2007,0.11,0,0,0.01,0.12,8.2,26,0,0,0,0,1,0
250,Ghost Rider,PSP,4,Action,Take-Two Interactive,49,16.95,T,4.633333333,5.116666667,4.816666667,3,4.166666667,2007,0.22,0,0,0.02,0.24,5.7,13,0,0,1,1,1,1
251,Gitaroo Man Lives!,PSP,1,Misc,Tecmo Koei,80,22.95,E,2.433333333,3.566666667,1.883333333,7,1.65,2006,0.03,0,0,0,0.04,7.8,12,1,1,0,1,0,1
252,God of War: Chains of Olympus,PSP,1,Action,Sony Computer Entertainment,91,17.95,M,6.033333333,14.91666667,5.666666667,332,4.25,2008,1.48,1,0.04,0.66,3.18,8.6,565,1,0,0,1,0,1
253,GoldenEye: Rogue Agent,DS,1,Shooter,Electronic Arts,58,14.95,T,9.416666667,13.46666667,8.5,4,5.8,2005,0.1,0,0,0.01,0.11,7.5,18,1,0,1,1,1,0
254,Gradius Collection,PSP,1,Shooter,Konami Digital Entertainment,76,17.95,E,10.11666667,10.18333333,10.11666667,2,10.05,2006,0.04,0,0.02,0,0.06,8.5,4,0,0,0,1,0,0
255,Grand Theft Auto IV,PS3,1,Action,Take-Two Interactive,98,24.95,M,38.88333333,152.7166667,32,824,21.71666667,2008,4.76,3.69,0.44,1.61,10.5,7.5,2833,1,1,0,0,1,1
256,Grand Theft Auto IV,X360,1,Action,Take-Two Interactive,98,24.95,M,38.88333333,152.7166667,32,824,21.71666667,2008,6.76,3.07,0.14,1.03,11.01,7.9,2951,1,1,0,0,1,1
257,Grand Theft Auto: Liberty City Stories,PSP,1,Action,Take-Two Interactive,88,17.95,M,20.26666667,44.8,14.96666667,60,12.33333333,2005,2.9,2.81,0.24,1.73,7.69,7.6,451,1,1,0,1,1,1
258,Grand Theft Auto: Vice City Stories,PSP,1,Action,Take-Two Interactive,86,17.95,M,21.03333333,39.56666667,17.23333333,45,14.06666667,2006,1.7,1.99,0.16,1.18,5.03,8,150,1,1,0,1,1,1
259,GRID,PS3,1,Racing,Codemasters,87,24.95,E,28.58333333,106.4166667,23.13333333,78,17.16666667,2008,0.31,0.56,0.03,0.2,1.1,8.1,109,0,1,1,0,1,1
260,GRID,X360,1,Racing,Codemasters,87,19.95,E,28.58333333,106.4166667,23.13333333,78,17.16666667,2008,0.33,0.44,0.01,0.09,0.87,7.9,131,0,1,1,0,1,1
261,Guitar Hero II,X360,2,Misc,Activision,92,17.95,T,13.41666667,28.21666667,9.5,53,6.566666667,2007,2.01,0.02,0,0.17,2.2,8.1,220,1,0,0,0,1,1
262,Guitar Hero III: Legends of Rock,Wii,2,Misc,Activision,86,49.95,T,15.18333333,56,8.833333333,86,7.5,2007,3.04,1.11,0,0.43,4.6,8.4,87,1,1,0,0,1,1
263,Guitar Hero III: Legends of Rock,X360,2,Misc,Activision,85,12.95,T,15.18333333,56,8.833333333,86,7.5,2007,3.19,0.91,0.01,0.42,4.53,7.9,165,1,1,0,0,1,1
264,Guitar Hero: Aerosmith,PS3,2,Misc,Activision,70,14.95,T,11.3,46.06666667,5,27,5.566666667,2008,0.73,0.15,0,0.11,0.99,5,26,1,1,0,0,1,1
265,Guitar Hero: Aerosmith,Wii,1,Misc,Activision,73,14.95,T,11.3,46.06666667,5,27,5.566666667,2008,1.03,0.14,0,0.1,1.27,7.2,19,1,1,0,0,1,1
266,Guitar Hero: Aerosmith,X360,2,Misc,Activision,70,9.95,T,11.3,46.06666667,5,27,5.566666667,2008,1,0.13,0,0.1,1.23,6.7,48,1,1,0,0,1,1
267,Guitar Hero: On Tour,DS,1,Misc,Activision,71,14.95,E10+,24,24,24,1,24,2008,2.1,1.01,0.01,0.35,3.46,8.8,29,1,0,0,1,0,1
268,Guitar Hero: World Tour,PS3,4,Misc,Activision,84,17.95,T,15.95,43.63333333,8.616666667,38,9.133333333,2008,1.1,0.55,0,0.27,1.92,7.5,80,1,1,0,0,1,1
269,Guitar Hero: World Tour,Wii,4,Misc,Activision,86,17.95,T,15.95,43.63333333,8.616666667,38,9.133333333,2008,2.32,0.96,0,0.34,3.62,7.6,71,1,1,0,0,1,1
270,Guitar Hero: World Tour,X360,4,Misc,Activision,85,16.95,T,15.95,43.63333333,8.616666667,38,9.133333333,2008,1.78,0.63,0,0.25,2.66,6.3,171,1,1,0,0,1,1
271,Halo 3,X360,4,Shooter,Microsoft Game Studios,94,24.95,M,10.35,34.85,9.083333333,333,6.733333333,2007,7.97,2.81,0.13,1.21,12.12,7.8,4100,1,1,0,0,0,1
272,Happy Feet,Wii,2,Action,Midway Games,46,14.95,E,0.666666667,0.666666667,0.666666667,1,0.666666667,2006,0.12,0,0,0.01,0.14,6.7,16,0,0,1,0,1,1
273,Harry Potter and the Goblet of Fire,DS,1,Action,Electronic Arts,68,17.95,E,10.53333333,13.08333333,8.816666667,18,6.333333333,2005,0.2,0.01,0,0.02,0.23,6,6,1,0,1,1,1,1
274,Harry Potter and the Goblet of Fire,PSP,1,Action,Electronic Arts,70,17.95,E10+,10.53333333,13.08333333,8.816666667,18,6.333333333,2005,0.17,0,0,0.02,0.19,7.4,16,1,1,1,1,1,1
275,Harry Potter and the Order of the Phoenix,DS,1,Action,Electronic Arts,51,17.95,E,12.38333333,15.65,12.25,25,8.816666667,2007,0.28,0.46,0,0.1,0.84,4.9,19,1,0,1,1,1,1
276,Harry Potter and the Order of the Phoenix,PS3,1,Action,Electronic Arts,67,17.95,E10+,12.38333333,15.65,12.25,25,8.816666667,2007,0.18,0.03,0,0.03,0.24,6.6,25,1,0,1,0,1,1
277,Harry Potter and the Order of the Phoenix,PSP,1,Action,Electronic Arts,52,16.95,E10+,12.38333333,15.65,12.25,25,8.816666667,2007,0.1,0.17,0,0.1,0.37,7.6,20,1,1,1,1,1,1
278,Harry Potter and the Order of the Phoenix,Wii,1,Action,Electronic Arts,69,24.95,E10+,12.38333333,15.65,12.25,25,8.816666667,2007,0.38,0.05,0,0.04,0.46,7.2,28,1,0,1,0,1,1
